query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species
GCF_002931235.1	GCF_014640255.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Subtercola	g__Subtercola	s__Subtercola sp002931235	s__Subtercola lobariae
GCF_003399645.1	GCF_014640255.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Subtercola	g__Subtercola	s__Subtercola boreus_A	s__Subtercola lobariae
GCF_004923255.1	GCF_002931235.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Subtercola	g__Subtercola	s__Subtercola vilae	s__Subtercola sp002931235
GCF_018889995.1	GCF_002931235.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Subtercola	g__Subtercola	s__Subtercola sp018889995	s__Subtercola sp002931235
GCF_003399625.1	GCF_016907385.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Subtercola	g__Subtercola	s__Subtercola boreus_C	s__Subtercola frigoramans
GCA_016713125.1	GCA_018241645.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SZAS-79	g__SZAS-79	s__SZAS-79 sp016713125	s__SZAS-79 sp018241645
GCA_014382585.1	GCA_014239365.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__JACNJL01	g__JACNJL01	s__JACNJL01 sp014382585	s__JACNJL01 sp014239365
GCA_014239365.1	GCA_015660155.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__JACNJL01	g__JACNJL01	s__JACNJL01 sp014239365	s__JACNJL01 sp015660155
GCA_015660155.1	GCA_014382585.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__JACNJL01	g__JACNJL01	s__JACNJL01 sp015660155	s__JACNJL01 sp014382585
GCA_017466865.1	GCA_017536405.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__RGIG4131	g__RGIG4131	s__RGIG4131 sp017466865	s__RGIG4131 sp017536405
GCA_017536405.1	GCA_017828955.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__RGIG4131	g__RGIG4131	s__RGIG4131 sp017536405	s__RGIG4131 sp017828955
GCA_018715725.1	GCA_018712955.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Aveggerthella	g__Aveggerthella	s__Aveggerthella excrementigallinarum	s__Aveggerthella stercoripullorum
GCA_003661265.1	GCA_003661365.1	mid_high	d__Archaea	d__Archaea	p__Thermoproteota	p__Thermoproteota	g__QMVU01	g__QMVU01	s__QMVU01 sp003661265	s__QMVU01 sp003661365
GCF_016863635.1	GCF_016863615.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Virgisporangium	g__Virgisporangium	s__Virgisporangium aurantiacum	s__Virgisporangium aliadipatigenens
GCF_016863655.1	GCF_016863635.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Virgisporangium	g__Virgisporangium	s__Virgisporangium ochraceum	s__Virgisporangium aurantiacum
GCA_014762495.1	GCA_014762485.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__JABURT01	g__JABURT01	s__JABURT01 sp014762495	s__JABURT01 sp014762485
GCA_005223095.1	GCA_009618505.1	mid_high	d__Bacteria	d__Bacteria	p__Aerophobota	p__Aerophobota	g__AE-B3A	g__AE-B3A	s__AE-B3A sp005223095	s__AE-B3A sp009618505
GCF_009856525.1	GCF_000022525.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neorickettsia	g__Neorickettsia	s__Neorickettsia findlayensis	s__Neorickettsia risticii
GCF_000013165.1	GCF_000632985.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neorickettsia	g__Neorickettsia	s__Neorickettsia sennetsu	s__Neorickettsia helminthoeca
GCF_009856525.1	GCF_000013165.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neorickettsia	g__Neorickettsia	s__Neorickettsia findlayensis	s__Neorickettsia sennetsu
GCA_003519375.1	GCA_007280275.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA9647	g__UBA9647	s__UBA9647 sp003519375	s__UBA9647 sp007280275
GCA_003170475.1	GCA_007280275.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA9647	g__UBA9647	s__UBA9647 sp003170475	s__UBA9647 sp007280275
GCA_003170475.1	GCA_003519375.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA9647	g__UBA9647	s__UBA9647 sp003170475	s__UBA9647 sp003519375
GCA_015661185.1	GCA_007280275.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA9647	g__UBA9647	s__UBA9647 sp015661185	s__UBA9647 sp007280275
GCA_016179745.1	GCA_016204125.1	mid_high	d__Bacteria	d__Bacteria	p__Omnitrophota	p__Omnitrophota	g__JACQLI01	g__JACQLI01	s__JACQLI01 sp016179745	s__JACQLI01 sp016204125
GCA_903873135.1	GCA_005777415.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__SXMI01	g__SXMI01	s__SXMI01 sp903873135	s__SXMI01 sp005777415
GCA_903852755.1	GCA_016870275.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__SXMI01	g__SXMI01	s__SXMI01 sp903852755	s__SXMI01 sp016870275
GCA_903953195.1	GCA_903852755.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__SXMI01	g__SXMI01	s__SXMI01 sp903953195	s__SXMI01 sp903852755
GCA_016870275.1	GCA_903925745.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__SXMI01	g__SXMI01	s__SXMI01 sp016870275	s__SXMI01 sp903925745
GCF_000760295.1	GCF_000011485.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Prochlorococcus_C	g__Prochlorococcus_C	s__Prochlorococcus_C sp000760295	s__Prochlorococcus_C marinus_B
GCA_003214855.1	GCF_000011485.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Prochlorococcus_C	g__Prochlorococcus_C	s__Prochlorococcus_C sp003214855	s__Prochlorococcus_C marinus_B
GCA_019136545.1	GCA_016880655.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Fen-999	g__Fen-999	s__Fen-999 sp019136545	s__Fen-999 sp016880655
GCA_016704145.1	GCA_019136545.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Fen-999	g__Fen-999	s__Fen-999 sp016704145	s__Fen-999 sp019136545
GCA_003157035.1	GCA_016880655.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Fen-999	g__Fen-999	s__Fen-999 sp003157035	s__Fen-999 sp016880655
GCA_003158255.1	GCA_019136545.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Fen-999	g__Fen-999	s__Fen-999 sp003158255	s__Fen-999 sp019136545
GCA_003456175.1	GCA_004292605.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA10646	g__UBA10646	s__UBA10646 sp003456175	s__UBA10646 sp004292605
GCF_003660395.1	GCA_000263275.1	mid_high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Helicobacter_E	g__Helicobacter_E	s__Helicobacter_E vulpis	s__Helicobacter_E bizzozeronii
GCF_003660265.1	GCF_900197855.1	mid_high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Helicobacter_E	g__Helicobacter_E	s__Helicobacter_E mehlei	s__Helicobacter_E cynogastricus
GCF_902196135.1	GCF_902196125.1	mid_high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Helicobacter_E	g__Helicobacter_E	s__Helicobacter_E suis_A	s__Helicobacter_E suis_B
GCF_000200595.1	GCF_900197855.1	mid_high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Helicobacter_E	g__Helicobacter_E	s__Helicobacter_E felis	s__Helicobacter_E cynogastricus
GCA_017857175.1	GCA_018402075.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__UBA6154	g__UBA6154	s__UBA6154 sp017857175	s__UBA6154 sp018402075
GCA_002422375.1	GCA_018401415.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__UBA6154	g__UBA6154	s__UBA6154 sp002422375	s__UBA6154 sp018401415
GCA_017857175.1	GCA_002422375.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__UBA6154	g__UBA6154	s__UBA6154 sp017857175	s__UBA6154 sp002422375
GCA_008017065.1	GCA_001899145.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__40-80	g__40-80	s__40-80 sp008017065	s__40-80 sp001899145
GCA_905205855.1	GCA_900550775.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UMGS1326	g__UMGS1326	s__UMGS1326 sp905205855	s__UMGS1326 sp900550775
GCA_905205855.1	GCA_014982785.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UMGS1326	g__UMGS1326	s__UMGS1326 sp905205855	s__UMGS1326 sp014982785
GCA_017546205.1	GCA_017397725.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UMGS1326	g__UMGS1326	s__UMGS1326 sp017546205	s__UMGS1326 sp017397725
GCA_017546205.1	GCA_905205855.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UMGS1326	g__UMGS1326	s__UMGS1326 sp017546205	s__UMGS1326 sp905205855
GCF_900176425.1	GCF_014042165.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Moheibacter	g__Moheibacter	s__Moheibacter sediminis	s__Moheibacter lacus
GCF_900176425.1	GCA_012522185.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Moheibacter	g__Moheibacter	s__Moheibacter sediminis	s__Moheibacter sp012522185
GCA_016779505.1	GCA_000307935.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__D2472	g__D2472	s__D2472 sp016779505	s__D2472 sp000307935
GCA_902595065.1	GCA_902593675.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__D2472	g__D2472	s__D2472 sp902595065	s__D2472 sp902593675
GCA_902511425.1	GCA_902627055.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__D2472	g__D2472	s__D2472 sp902511425	s__D2472 sp902627055
GCA_003284215.1	GCA_902509555.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__D2472	g__D2472	s__D2472 sp003284215	s__D2472 sp902509555
GCA_003331545.1	GCA_902511575.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__D2472	g__D2472	s__D2472 sp003331545	s__D2472 sp902511575
GCA_016218495.1	GCA_016196755.1	mid_high	d__Bacteria	d__Bacteria	p__Elusimicrobiota	p__Elusimicrobiota	g__SCTT01	g__SCTT01	s__SCTT01 sp016218495	s__SCTT01 sp016196755
GCF_900461105.1	GCF_002934235.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_L	g__Clostridium_L	s__Clostridium_L putrefaciens	s__Clostridium_L algidicarnis
GCA_000753435.1	GCF_900461105.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_L	g__Clostridium_L	s__Clostridium_L amazonitimonense	s__Clostridium_L putrefaciens
GCA_904501705.1	GCA_017397125.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA5905	g__UBA5905	s__UBA5905 sp904501705	s__UBA5905 sp017397125
GCA_017440755.1	GCA_900763035.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA5905	g__UBA5905	s__UBA5905 sp017440755	s__UBA5905 sp900763035
GCA_015066065.1	GCA_017415515.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA5905	g__UBA5905	s__UBA5905 sp015066065	s__UBA5905 sp017415515
GCA_017442265.1	GCA_015066365.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA5905	g__UBA5905	s__UBA5905 sp017442265	s__UBA5905 sp015066365
GCA_017435305.1	GCA_004558485.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA5905	g__UBA5905	s__UBA5905 sp017435305	s__UBA5905 sp004558485
GCA_015494815.1	GCA_013153135.1	mid_high	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__JAADEN01	g__JAADEN01	s__JAADEN01 sp015494815	s__JAADEN01 sp013153135
GCA_013153375.1	GCA_013153335.1	mid_high	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__JAADEN01	g__JAADEN01	s__JAADEN01 sp013153375	s__JAADEN01 sp013153335
GCA_013153135.1	GCA_013153375.1	mid_high	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__JAADEN01	g__JAADEN01	s__JAADEN01 sp013153135	s__JAADEN01 sp013153375
GCA_013042915.1	GCA_013001885.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__JABDPF01	g__JABDPF01	s__JABDPF01 sp013042915	s__JABDPF01 sp013001885
GCF_014236855.1	GCF_014236795.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Xanthomonas_A	g__Xanthomonas_A	s__Xanthomonas_A sp014236855	s__Xanthomonas_A theicola
GCF_014199795.1	GCF_014197395.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Xanthomonas_A	g__Xanthomonas_A	s__Xanthomonas_A sp014199795	s__Xanthomonas_A translucens_B
GCF_000963005.1	GCF_008119715.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Xanthomonas_A	g__Xanthomonas_A	s__Xanthomonas_A sp000963005	s__Xanthomonas_A sontii
GCF_000963005.1	GCF_014199795.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Xanthomonas_A	g__Xanthomonas_A	s__Xanthomonas_A sp000963005	s__Xanthomonas_A sp014199795
GCF_008119715.1	GCF_002939705.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Xanthomonas_A	g__Xanthomonas_A	s__Xanthomonas_A sontii	s__Xanthomonas_A albilineans
GCA_018266375.1	GCA_018969905.1	mid_high	d__Bacteria	d__Bacteria	p__Bdellovibrionota	p__Bdellovibrionota	g__CAIMNF01	g__CAIMNF01	s__CAIMNF01 sp018266375	s__CAIMNF01 sp018969905
GCA_018266375.1	GCA_903842755.1	mid_high	d__Bacteria	d__Bacteria	p__Bdellovibrionota	p__Bdellovibrionota	g__CAIMNF01	g__CAIMNF01	s__CAIMNF01 sp018266375	s__CAIMNF01 sp903842755
GCA_903845155.1	GCA_903858975.1	mid_high	d__Bacteria	d__Bacteria	p__Bdellovibrionota	p__Bdellovibrionota	g__CAIMNF01	g__CAIMNF01	s__CAIMNF01 sp903845155	s__CAIMNF01 sp903858975
GCA_018266375.1	GCA_903831745.1	mid_high	d__Bacteria	d__Bacteria	p__Bdellovibrionota	p__Bdellovibrionota	g__CAIMNF01	g__CAIMNF01	s__CAIMNF01 sp018266375	s__CAIMNF01 sp903831745
GCA_018969885.1	GCA_903866395.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SYIM01	g__SYIM01	s__SYIM01 sp018969885	s__SYIM01 sp903866395
GCA_016868375.1	GCA_005798775.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SYIM01	g__SYIM01	s__SYIM01 sp016868375	s__SYIM01 sp005798775
GCA_903907905.1	GCA_903866395.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SYIM01	g__SYIM01	s__SYIM01 sp903907905	s__SYIM01 sp903866395
GCA_018969885.1	GCA_009921765.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SYIM01	g__SYIM01	s__SYIM01 sp018969885	s__SYIM01 sp009921765
GCF_016461825.1	GCA_013284265.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Rugamonas	g__Rugamonas	s__Rugamonas sp016461825	s__Rugamonas sp013284265
GCA_013284265.1	GCF_900114705.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Rugamonas	g__Rugamonas	s__Rugamonas sp013284265	s__Rugamonas rubra
GCA_900543055.1	GCA_902780395.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__UBA3789	g__UBA3789	s__UBA3789 sp900543055	s__UBA3789 sp902780395
GCA_017541885.1	GCA_902798815.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__UBA3789	g__UBA3789	s__UBA3789 sp017541885	s__UBA3789 sp902798815
GCA_017512495.1	GCA_017478105.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__UBA3789	g__UBA3789	s__UBA3789 sp017512495	s__UBA3789 sp017478105
GCA_900543055.1	GCA_017511375.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__UBA3789	g__UBA3789	s__UBA3789 sp900543055	s__UBA3789 sp017511375
GCA_017511605.1	GCA_017511375.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__UBA3789	g__UBA3789	s__UBA3789 sp017511605	s__UBA3789 sp017511375
GCA_016872495.1	GCA_016210435.1	mid_high	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__VGZT01	g__VGZT01	s__VGZT01 sp016872495	s__VGZT01 sp016210435
GCA_016189845.1	GCA_016872495.1	mid_high	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__VGZT01	g__VGZT01	s__VGZT01 sp016189845	s__VGZT01 sp016872495
GCF_013403975.1	GCF_003362725.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Winogradskyella	g__Winogradskyella	s__Winogradskyella ursingii	s__Winogradskyella aurantiaca
GCF_900099995.1	GCF_013403925.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Winogradskyella	g__Winogradskyella	s__Winogradskyella thalassocola	s__Winogradskyella wichelsiae
GCF_003386165.1	GCF_013403955.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Winogradskyella	g__Winogradskyella	s__Winogradskyella eximia	s__Winogradskyella vidalii
GCF_013403955.1	GCF_013394655.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Winogradskyella	g__Winogradskyella	s__Winogradskyella vidalii	s__Winogradskyella schleiferi
GCF_003335675.1	GCF_013404085.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Winogradskyella	g__Winogradskyella	s__Winogradskyella sp003335675	s__Winogradskyella helgolandensis
GCA_905479685.1	GCA_004282895.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__SHLQ01	g__SHLQ01	s__SHLQ01 sp905479685	s__SHLQ01 sp004282895
GCA_013203845.1	GCA_016779365.1	mid_high	d__Bacteria	d__Bacteria	p__Planctomycetota	p__Planctomycetota	g__JABMPE01	g__JABMPE01	s__JABMPE01 sp013203845	s__JABMPE01 sp016779365
GCA_016124895.1	GCA_013203845.1	mid_high	d__Bacteria	d__Bacteria	p__Planctomycetota	p__Planctomycetota	g__JABMPE01	g__JABMPE01	s__JABMPE01 sp016124895	s__JABMPE01 sp013203845
GCF_014287275.1	GCA_019113125.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Pygmaiobacter	g__Pygmaiobacter	s__Pygmaiobacter sp014287275	s__Pygmaiobacter gallistercoris
GCF_900199435.1	GCA_019113125.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Pygmaiobacter	g__Pygmaiobacter	s__Pygmaiobacter massiliensis	s__Pygmaiobacter gallistercoris
GCA_017533915.1	GCA_017511535.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__RGIG5755	g__RGIG5755	s__RGIG5755 sp017533915	s__RGIG5755 sp017511535
GCF_900167905.1	GCF_011058315.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Soonwooa	g__Soonwooa	s__Soonwooa buanensis	s__Soonwooa sp011058315
GCA_900760755.1	GCF_003438995.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__OM05-12	g__OM05-12	s__OM05-12 sp900760755	s__OM05-12 sp003438995
GCA_016197185.1	GCA_018266765.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__JADJXV01	g__JADJXV01	s__JADJXV01 sp016197185	s__JADJXV01 sp018266765
GCA_016720145.1	GCA_018266765.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__JADJXV01	g__JADJXV01	s__JADJXV01 sp016720145	s__JADJXV01 sp018266765
GCA_903929795.1	GCA_903896545.1	mid_high	d__Bacteria	d__Bacteria	p__Myxococcota	p__Myxococcota	g__CAIYBN01	g__CAIYBN01	s__CAIYBN01 sp903929795	s__CAIYBN01 sp903896545
GCA_903929795.1	GCA_903924465.1	mid_high	d__Bacteria	d__Bacteria	p__Myxococcota	p__Myxococcota	g__CAIYBN01	g__CAIYBN01	s__CAIYBN01 sp903929795	s__CAIYBN01 sp903924465
GCA_903850505.1	GCA_903896545.1	mid_high	d__Bacteria	d__Bacteria	p__Myxococcota	p__Myxococcota	g__CAIYBN01	g__CAIYBN01	s__CAIYBN01 sp903850505	s__CAIYBN01 sp903896545
GCA_903929795.1	GCA_903850505.1	mid_high	d__Bacteria	d__Bacteria	p__Myxococcota	p__Myxococcota	g__CAIYBN01	g__CAIYBN01	s__CAIYBN01 sp903929795	s__CAIYBN01 sp903850505
GCA_008015505.1	GCA_903859135.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__SSFR01	g__SSFR01	s__SSFR01 sp008015505	s__SSFR01 sp903859135
GCA_018713205.1	GCA_016296235.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Avoscillospira	g__Avoscillospira	s__Avoscillospira stercorigallinarum	s__Avoscillospira sp016296235
GCA_017440525.1	GCA_016296235.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Avoscillospira	g__Avoscillospira	s__Avoscillospira sp017440525	s__Avoscillospira sp016296235
GCA_017938625.1	GCA_018712245.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Avoscillospira	g__Avoscillospira	s__Avoscillospira sp017938625	s__Avoscillospira avicola
GCA_003485715.1	GCA_002299125.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__UBA7966	g__UBA7966	s__UBA7966 sp003485715	s__UBA7966 sp002299125
GCA_002690875.1	GCA_902536485.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__GCA-002690875	g__GCA-002690875	s__GCA-002690875 sp002690875	s__GCA-002690875 sp902536485
GCA_002690875.1	GCA_902618535.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__GCA-002690875	g__GCA-002690875	s__GCA-002690875 sp002690875	s__GCA-002690875 sp902618535
GCA_902537615.1	GCA_002690875.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__GCA-002690875	g__GCA-002690875	s__GCA-002690875 sp902537615	s__GCA-002690875 sp002690875
GCF_014207705.1	GCF_014200435.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Sphaerisporangium	g__Sphaerisporangium	s__Sphaerisporangium rubeum	s__Sphaerisporangium krabiense
GCF_003323745.1	GCF_018531465.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Sphaerisporangium	g__Sphaerisporangium	s__Sphaerisporangium album	s__Sphaerisporangium sp018531465
GCF_014205275.1	GCF_014207705.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Sphaerisporangium	g__Sphaerisporangium	s__Sphaerisporangium siamense	s__Sphaerisporangium rubeum
GCF_003323745.1	GCF_014200435.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Sphaerisporangium	g__Sphaerisporangium	s__Sphaerisporangium album	s__Sphaerisporangium krabiense
GCF_003323745.1	GCF_014205275.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Sphaerisporangium	g__Sphaerisporangium	s__Sphaerisporangium album	s__Sphaerisporangium siamense
GCA_013138735.1	GCF_001661595.2	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Crocinitomix	g__Crocinitomix	s__Crocinitomix sp013138735	s__Crocinitomix algicola
GCA_905478225.1	GCF_001661595.2	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Crocinitomix	g__Crocinitomix	s__Crocinitomix sp905478225	s__Crocinitomix algicola
GCA_905478225.1	GCF_000621625.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Crocinitomix	g__Crocinitomix	s__Crocinitomix sp905478225	s__Crocinitomix catalasitica
GCF_015356785.1	GCA_018399075.1	mid_high	d__Bacteria	d__Bacteria	p__Chlamydiota	p__Chlamydiota	g__Neptunochlamydia	g__Neptunochlamydia	s__Neptunochlamydia vexilliferae	s__Neptunochlamydia sp018399075
GCA_018399055.1	GCA_018399075.1	mid_high	d__Bacteria	d__Bacteria	p__Chlamydiota	p__Chlamydiota	g__Neptunochlamydia	g__Neptunochlamydia	s__Neptunochlamydia sp018399055	s__Neptunochlamydia sp018399075
GCA_018399055.1	GCF_015356785.1	mid_high	d__Bacteria	d__Bacteria	p__Chlamydiota	p__Chlamydiota	g__Neptunochlamydia	g__Neptunochlamydia	s__Neptunochlamydia sp018399055	s__Neptunochlamydia vexilliferae
