query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate
GCA_002367455.1	GCF_000487975.1	96.3153	97.4110	0.7435	0.6573	0.06297	142	0.9980	4	0.669	0.8314	96.4312	98.0827	0.6974	2.94	AlfI:97.54,AloI:96.94,BcgI:97.25,FalI:97.64	2328	142	2834	79	15.06338028169014	ok	96.3153	gamma
GCA_002367455.1	GCF_011058205.1	96.6466	97.5335	0.6375	0.5385	0.06432	162	0.9819	33	0.718	0.8403	96.6936	98.0747	0.2828	0.93	AlfI:97.50,AloI:97.57,BcgI:97.46,FalI:97.75	2267	162	2523	46	12.080246913580247	ok	96.6466	gamma
GCA_002367455.1	GCF_014769185.1	96.6335	97.6977	0.7165	0.6063	0.06004	156	0.9909	18	0.588	0.8523	96.6730	98.3181	0.3101	0.40	AlfI:97.67,AloI:97.95,BcgI:97.72,FalI:97.64	2367	156	2726	66	13.557692307692308	ok	96.6335	gamma
GCA_002367455.1	GCF_015602705.1	96.4353	97.4166	0.7120	0.7076	0.06415	130	0.9990	2	0.739	0.8319	96.4812	98.0494	0.2550	0.69	AlfI:97.50,AloI:97.29,BcgI:97.44,FalI:97.24	2227	130	2705	82	15.784615384615385	ok	96.4353	gamma
GCA_002373205.1	GCA_002448445.1	96.7916	97.7358	0.6006	0.5315	0.05393	179	0.9834	42	0.650	0.8567	96.7005	98.3393	0.4770	2.99	AlfI:97.74,AloI:98.06,BcgI:97.91,FalI:97.58	3264	179	3434	78	14.921787709497206	ok	96.7916	gamma
GCA_002373505.1	GCA_017471285.1	96.0568	97.0010	0.3736	0.6109	0.09737	59	0.9558	45	0.985	0.7996	96.0799	97.7390	0.3440	0.44	AlfI:96.99,AloI:96.76,BcgI:97.10,FalI:96.96	1163	59	1413	49	17.508474576271187	ok	96.0568	gamma
GCA_002378465.1	GCF_013488205.1	95.8559	96.5247	0.7296	0.6219	0.09433	75	0.9741	32	1.565	0.7668	95.8818	97.1500	0.6980	1.57	AlfI:95.96,AloI:96.61,BcgI:96.56,FalI:96.66	1447	75	1784	71	17.04	ok	95.8559	gamma
GCA_002385225.1	GCF_900162825.1	96.3541	96.6708	0.5895	0.5837	0.09086	116	0.9398	77	2.701	0.7794	96.3487	96.9587	0.8882	1.12	AlfI:96.62,AloI:97.50,BcgI:96.71,FalI:96.61	1591	116	1746	39	11.362068965517242	ok	96.3541	gamma
GCA_002385485.1	GCA_002433005.1	97.3455	97.6837	0.6559	0.5576	0.07449	88	0.9932	9	1.476	0.8522	97.2492	97.9334	0.5477	2.44	AlfI:97.92,AloI:97.97,BcgI:97.75,FalI:97.42	1528	88	1717	80	16.022727272727273	ok	97.3455	gamma
GCA_002385485.1	GCF_000160455.2	96.7493	97.0792	0.7097	0.5677	0.08265	84	0.9993	1	2.239	0.8088	96.6334	97.4129	0.3450	0.64	AlfI:97.23,AloI:97.34,BcgI:97.03,FalI:97.00	1551	84	1836	71	17.011904761904763	ok	96.7493	gamma
GCA_002410715.1	GCA_003519645.1	99.3551	99.6743	0.3292	0.3269	0.02723	131	0.9533	64	0.070	0.9803	99.2569	99.7858	0.1447	1.17	AlfI:99.74,AloI:99.69,BcgI:99.66,FalI:99.60	1592	131	1505	39	10.961832061068701	ok	99.3551	gamma
GCA_002433005.1	GCF_000160455.2	96.5280	96.8184	0.8354	0.8434	0.07530	39	0.9924	14	2.863	0.7895	96.4262	97.1489	0.7570	2.56	AlfI:96.72,AloI:97.43,BcgI:96.87,FalI:96.67	1906	39	2432	284	47.61538461538461	ok	96.5280	gamma
GCA_002433005.1	GCF_900107215.1	96.7378	97.0214	0.8277	0.8467	0.07271	45	0.9891	20	2.701	0.8046	96.5823	97.3586	0.2680	0.34	AlfI:96.99,AloI:97.22,BcgI:97.06,FalI:96.95	1907	45	2423	182	41.48888888888889	ok	96.7378	gamma
GCA_002449695.1	GCA_017463935.1	97.7510	98.1150	0.3860	0.3453	0.05279	241	0.9231	168	1.044	0.8802	97.5590	98.3860	0.1677	0.29	AlfI:97.99,AloI:98.14,BcgI:98.13,FalI:98.16	2761	241	2651	34	9.365145228215768	ok	97.7510	gamma
GCA_002498985.1	GCA_002685315.1	96.4724	96.8327	0.3185	0.3498	0.18963	43	0.9559	12	2.305	0.7921	96.3836	97.2126	0.6434	0.71	AlfI:97.02,AloI:96.68,BcgI:96.42,FalI:97.06	444	43	394	18	7.046511627906977	ok	96.4724	gamma
GCA_002684115.1	GCF_001469895.1	97.1432	97.4291	0.7306	0.1595	0.10216	30	1.0000	0	2.026	0.8350	97.0423	97.6803	0.1295	0.02	AlfI:97.43,AloI:97.53,BcgI:97.40,FalI:97.45	857	30	1020	57	27.4	ok	97.1432	gamma
GCA_002684115.1	GCF_001550135.1	97.5630	97.9076	0.7526	0.1559	0.08992	34	0.9964	3	1.224	0.8685	97.4223	98.1626	1.8460	2.59	AlfI:97.98,AloI:96.30,BcgI:97.67,FalI:98.15	903	34	1045	64	25.61764705882353	ok	97.5630	gamma
GCA_002684115.1	GCF_013349995.1	97.1443	97.5804	0.7412	0.1528	0.09900	41	0.9900	8	1.297	0.8458	97.0230	97.9280	0.7414	1.12	AlfI:97.81,AloI:98.15,BcgI:97.41,FalI:97.54	868	41	1033	51	20.26829268292683	ok	97.1443	gamma
GCA_002684115.1	GCF_019134595.1	96.4554	96.8328	0.7050	0.1497	0.11860	33	0.9972	2	2.305	0.7913	96.3095	97.2706	1.5416	1.34	AlfI:96.82,AloI:98.33,BcgI:96.78,FalI:96.84	781	33	982	55	22.333333333333332	ok	96.4554	gamma
GCA_002692475.1	GCA_014654065.1	98.7814	98.7814	0.3573	0.2407	0.14067	29	1.0000	0	inf	0.9256	98.2833	98.9705	0.5511	0.69	AlfI:98.37,AloI:98.88,BcgI:98.49,FalI:98.92	291	29	245	20	7.551724137931035	ok	98.7814	uniform
GCA_002716165.1	GCA_902564345.1	98.5800	98.5800	0.3546	0.2559	0.10431	43	0.9832	7	inf	0.9122	98.8004	98.4986	0.4531	0.48	AlfI:98.61,AloI:98.24,BcgI:98.69,FalI:98.62	526	43	488	23	10.511627906976743	ok	98.5800	uniform
GCA_002716645.1	GCA_009392775.1	99.3601	99.4107	0.3969	0.2755	0.06934	36	0.9691	12	0.392	0.9641	99.4978	99.3860	0.3590	2.05	AlfI:99.58,AloI:99.23,BcgI:99.22,FalI:99.57	451	36	425	58	11.444444444444445	ok	99.3601	gamma
GCA_002719715.1	GCA_002725515.1	98.5669	98.5669	0.2150	0.2904	0.11472	44	0.9388	21	inf	0.9117	98.7295	98.5073	0.9023	2.01	AlfI:98.99,AloI:98.09,BcgI:98.34,FalI:98.69	391	44	398	17	8.318181818181818	ok	98.5669	uniform
GCA_002720285.1	GCA_002730735.1	97.1984	97.6378	0.4629	0.4325	0.10970	22	1.0000	0	1.336	0.8467	96.9729	98.0466	0.5500	0.63	AlfI:97.39,AloI:97.61,BcgI:97.65,FalI:97.94	645	22	809	76	29.318181818181817	ok	97.1984	gamma
GCA_002894685.1	GCF_002894665.1	97.4680	97.7823	0.7812	0.8181	0.04361	146	0.9770	86	1.631	0.8564	97.2277	98.0958	0.4666	3.47	AlfI:98.02,AloI:97.56,BcgI:97.75,FalI:97.67	3890	146	4658	147	26.02054794520548	ok	97.4680	gamma
GCA_003021015.1	GCA_003022845.1	97.3820	97.7735	0.3581	0.4546	0.07025	154	0.9426	81	1.260	0.8543	97.2593	98.0746	0.3078	0.94	AlfI:97.86,AloI:97.97,BcgI:97.70,FalI:97.66	1959	154	1820	33	9.62987012987013	ok	97.3820	gamma
GCA_003028315.1	GCF_000813705.1	97.1151	97.7253	0.7342	0.7859	0.05124	146	0.9486	145	0.918	0.8527	96.9773	98.1666	0.6688	2.46	AlfI:97.75,AloI:98.04,BcgI:97.70,FalI:97.37	3022	146	3546	96	19.328767123287673	ok	97.1151	gamma
GCA_003028315.1	GCF_000952795.1	96.6757	97.5339	0.7727	0.8257	0.05335	115	0.9594	114	0.807	0.8388	96.5951	98.1459	0.8658	3.69	AlfI:97.55,AloI:97.78,BcgI:97.58,FalI:96.91	2974	115	3678	113	24.443478260869565	ok	96.6757	gamma
GCA_003028315.1	GCF_003044425.1	96.1560	97.0890	0.7855	0.8316	0.05912	103	0.9617	102	0.973	0.8056	96.1385	97.8383	1.2682	6.60	AlfI:97.04,AloI:97.41,BcgI:97.19,FalI:96.14	2841	103	3650	181	25.854368932038835	ok	96.1560	gamma
GCA_003028315.1	GCF_017753665.1	95.1373	96.0955	0.8231	0.8464	0.06906	87	0.9658	86	1.476	0.7274	95.2414	97.0899	1.5466	6.64	AlfI:96.09,AloI:96.58,BcgI:96.16,FalI:95.03	2702	87	3748	129	28.942528735632184	ok	95.1373	gamma
GCA_003052455.1	GCF_004519295.1	96.7595	97.2421	0.8636	0.8866	0.03947	137	0.9966	19	1.520	0.8163	96.6197	97.7004	1.1822	13.29	AlfI:97.06,AloI:97.56,BcgI:97.21,FalI:98.25	5725	137	7342	158	41.153284671532845	ok	96.7595	gamma
GCA_003070825.1	GCF_003053565.1	98.0277	98.2862	0.3000	0.2439	0.09667	79	0.9982	1	0.945	0.8937	98.0890	98.3735	0.2548	0.27	AlfI:98.15,AloI:98.37,BcgI:98.40,FalI:98.28	1088	79	721	22	8.025316455696203	ok	98.0277	gamma
GCA_003086435.1	GCF_009729015.1	97.6426	97.6426	0.4026	0.2922	0.12596	56	1.0000	0	inf	0.8518	97.8020	97.5735	1.5908	4.50	AlfI:97.45,AloI:98.08,BcgI:96.49,FalI:97.89	785	56	611	44	9.392857142857142	ok	97.6426	uniform
GCA_003139855.1	GCA_003158275.1	98.7986	98.9576	0.4845	0.4675	0.04379	139	0.9530	81	0.831	0.9364	98.5470	99.0938	0.1562	0.66	AlfI:98.85,AloI:98.92,BcgI:99.00,FalI:98.97	2076	139	1957	58	12.81294964028777	ok	98.7986	gamma
GCA_003210795.1	GCA_003211235.1	97.1797	97.3414	0.3715	0.5102	0.08818	69	0.9773	24	3.707	0.8246	97.0643	97.5231	0.7442	3.00	AlfI:97.50,AloI:96.79,BcgI:97.47,FalI:96.76	1227	69	1371	137	15.956521739130435	ok	97.1797	gamma
GCA_003211655.1	GCF_000011465.1	96.9378	96.9378	0.5897	0.3971	0.14979	38	0.9977	1	inf	0.8037	96.5937	97.2084	0.9291	1.19	AlfI:96.80,AloI:96.85,BcgI:96.17,FalI:97.10	547	38	616	30	12.605263157894736	ok	96.9378	uniform
GCA_003278095.1	GCA_902517275.1	96.1900	96.4419	0.3405	0.6143	0.16718	33	0.9551	19	3.601	0.7670	96.1515	96.7291	1.1252	1.77	AlfI:96.03,AloI:96.53,BcgI:95.56,FalI:96.69	528	33	586	55	13.242424242424242	ok	96.1900	gamma
GCA_003488145.1	GCA_007713455.1	97.8045	98.0705	0.7479	0.5945	0.03200	426	0.9982	10	1.392	0.8775	97.6571	98.2720	0.1925	0.84	AlfI:98.13,AloI:98.09,BcgI:98.05,FalI:97.94	6313	426	7185	77	14.300469483568076	ok	97.8045	gamma
GCA_003488145.1	GCF_000495915.1	97.8989	98.1166	0.7157	0.5499	0.03205	450	0.9918	47	1.565	0.8807	97.7819	98.2749	0.2844	1.42	AlfI:98.18,AloI:98.07,BcgI:98.11,FalI:97.90	6417	450	6911	53	13.646666666666667	ok	97.8989	gamma
GCA_003488145.1	GCF_000935215.1	97.8439	98.0812	0.6796	0.5180	0.03275	462	0.9894	57	1.434	0.8782	97.7818	98.2258	0.2279	1.07	AlfI:98.15,AloI:98.17,BcgI:98.05,FalI:97.94	6230	462	6743	52	12.508658008658008	ok	97.8439	gamma
GCA_003488145.1	GCF_002929225.1	97.8535	98.1408	0.7412	0.5680	0.03146	428	0.9975	14	1.224	0.8823	97.7061	98.3472	0.3842	2.30	AlfI:98.21,AloI:98.26,BcgI:98.12,FalI:97.88	6335	428	7148	80	14.22196261682243	ok	97.8535	gamma
GCA_003488145.1	GCF_003935375.1	97.7997	98.0515	0.7386	0.5894	0.03239	426	0.9979	12	1.476	0.8761	97.6633	98.2421	0.1973	0.81	AlfI:98.11,AloI:98.07,BcgI:98.03,FalI:97.91	6246	426	7081	82	14.112676056338028	ok	97.7997	gamma
GCA_003518755.1	GCA_902787685.1	98.1734	98.1734	0.1751	0.1411	0.19167	25	1.0000	0	inf	0.8864	98.0365	98.2435	1.1097	0.80	AlfI:97.44,AloI:98.55,BcgI:97.62,FalI:98.26	481	25	204	12	7.16	ok	98.1734	uniform
GCA_003520315.1	GCA_018433265.1	99.3145	99.3145	0.1227	0.1009	0.09314	42	0.9914	2	inf	0.9585	99.3601	99.3011	0.5866	2.24	AlfI:99.68,AloI:99.23,BcgI:99.09,FalI:99.28	647	42	284	14	6.5	ok	99.3145	uniform
GCA_003556805.1	GCA_007695125.1	96.9442	97.0355	0.5247	0.5008	0.05141	303	0.9796	67	6.985	0.8010	96.8426	97.1845	0.5338	1.60	AlfI:97.03,AloI:97.00,BcgI:97.01,FalI:97.54	3930	303	4471	83	11.610561056105611	ok	96.9442	gamma
GCA_003585845.1	GCF_003293675.1	96.4597	97.0534	0.9205	0.9379	0.07297	16	0.9950	9	1.392	0.8056	96.3646	97.5947	0.6163	0.73	AlfI:97.06,AloI:96.53,BcgI:97.04,FalI:97.15	1849	16	2394	508	112.375	ok	96.4597	gamma
GCA_003609755.1	GCF_900009275.2	94.6117	97.7462	0.8517	0.8610	0.06549	35	0.9820	32	0.274	0.8558	96.0159	98.8226	0.6082	6.33	AlfI:97.40,AloI:97.94,BcgI:98.01,FalI:97.40	2032	35	2503	273	50.97142857142857	ok	94.6117	gamma
GCA_003663525.1	GCA_003663535.1	98.3478	98.3478	0.1759	0.1703	0.11446	76	0.9739	10	inf	0.8979	98.9039	98.1237	0.7239	1.86	AlfI:98.90,AloI:98.55,BcgI:98.54,FalI:98.18	966	76	478	13	5.907894736842105	ok	98.3478	uniform
GCA_003670825.1	GCA_903958265.1	97.5495	97.5495	0.4783	0.2735	0.06247	245	0.9575	78	inf	0.8399	97.6043	97.5141	0.3280	0.70	AlfI:97.48,AloI:97.33,BcgI:97.60,FalI:97.28	2447	245	2358	29	8.17142857142857	ok	97.5495	uniform
GCA_003722315.1	GCA_014896455.1	94.6980	96.8839	0.6115	0.6902	0.10131	35	0.9680	34	0.554	0.7993	95.3000	98.2031	1.1663	2.97	AlfI:96.26,AloI:97.43,BcgI:96.64,FalI:97.03	1219	35	1556	195	30.34285714285714	ok	94.6980	gamma
GCA_003722315.1	GCF_000019085.1	90.8701	96.2952	0.6769	0.7672	0.10926	31	0.9719	30	0.365	0.7564	94.2683	98.3779	0.6717	1.11	AlfI:95.86,AloI:96.50,BcgI:96.53,FalI:96.33	1388	31	1725	180	34.483870967741936	ok	90.8701	gamma
GCA_003722315.1	GCF_000147695.2	95.3330	98.0440	0.8048	0.8271	0.06738	33	0.9802	32	0.237	0.8789	96.4050	98.9363	0.4550	2.03	AlfI:97.87,AloI:97.71,BcgI:97.80,FalI:98.17	1820	33	2032	234	49	ok	95.3330	gamma
GCA_004570955.1	GCF_003387165.1	96.6183	97.2677	0.8692	0.8729	0.06824	31	0.9906	18	1.189	0.8216	96.4628	97.8403	0.3772	0.67	AlfI:97.43,AloI:97.05,BcgI:97.27,FalI:97.19	1961	31	2551	333	62.38709677419355	ok	96.6183	gamma
GCA_005788075.1	GCA_903928615.1	97.5906	97.7587	0.4292	0.3598	0.07232	194	0.9630	46	2.374	0.8552	97.6292	97.8313	0.6358	1.63	AlfI:97.80,AloI:97.75,BcgI:97.69,FalI:98.32	1890	194	1621	25	7.164948453608248	ok	97.5906	gamma
GCA_007713455.1	GCF_000495915.1	97.6622	98.1371	0.8186	0.8045	0.02775	125	0.9884	95	0.831	0.8821	97.4677	98.4629	0.0674	0.09	AlfI:98.14,AloI:98.19,BcgI:98.13,FalI:98.13	8324	125	9435	376	65.64	ok	97.6622	gamma
GCA_007713455.1	GCF_000935215.1	97.5855	98.0537	0.8034	0.7830	0.02823	237	0.9738	207	0.866	0.8763	97.4446	98.3611	0.3098	5.57	AlfI:98.15,AloI:98.27,BcgI:97.96,FalI:98.23	8124	237	9535	173	33.48101265822785	ok	97.5855	gamma
GCA_007713455.1	GCF_003935375.1	97.4130	97.9491	0.8331	0.8451	0.02913	66	0.9949	40	0.866	0.8690	97.2516	98.3203	0.1411	1.61	AlfI:98.04,AloI:97.98,BcgI:97.90,FalI:97.96	7943	66	9601	422	119.04545454545455	ok	97.4130	gamma
GCA_007713455.1	GCF_013409135.1	97.5285	98.0344	0.8422	0.8846	0.02821	55	0.9964	29	0.855	0.8749	97.3476	98.3854	0.1102	1.15	AlfI:98.10,AloI:98.00,BcgI:97.99,FalI:98.09	8111	55	9734	855	146.01818181818183	ok	97.5285	gamma
GCA_007845355.1	GCA_905370345.1	95.9609	96.2589	0.5597	0.5201	0.19236	27	0.9668	10	3.601	0.7454	95.8752	96.6778	0.3736	0.11	AlfI:96.42,AloI:96.04,BcgI:96.17,FalI:96.35	405	27	446	36	11.777777777777779	ok	95.9609	gamma
GCA_009392075.1	GCA_009392095.1	97.3307	97.3307	0.3533	0.3233	0.08256	190	0.9855	16	inf	0.8242	97.6159	97.1479	0.6532	2.05	AlfI:97.43,AloI:97.72,BcgI:97.25,FalI:97.06	1967	190	1515	19	6.742105263157895	ok	97.3307	uniform
GCA_009705165.1	GCA_903852955.1	97.0334	97.1813	0.4408	0.3105	0.11865	92	0.9810	11	3.817	0.8152	97.1194	97.2344	0.1428	0.06	AlfI:97.13,AloI:97.09,BcgI:97.23,FalI:97.17	916	92	813	19	7.163043478260869	ok	97.0334	gamma
GCA_011009555.1	GCF_000316115.1	96.5765	96.9982	0.6524	0.6316	0.04540	235	0.9507	231	1.968	0.8007	96.4195	97.4489	0.7381	4.21	AlfI:97.00,AloI:96.38,BcgI:97.12,FalI:96.87	5203	235	6203	123	19.95744680851064	ok	96.5765	gamma
GCA_011053655.1	GCA_011372935.1	99.7152	99.7887	0.1709	0.1576	0.04141	62	0.9858	5	0.082	0.9871	99.6455	99.8262	0.2299	3.06	AlfI:99.95,AloI:99.73,BcgI:99.72,FalI:99.84	644	62	416	17	6.596774193548387	ok	99.7152	gamma
GCA_011754095.1	GCF_000821185.2	96.4769	96.4769	0.6491	0.3234	0.08734	112	0.9887	15	inf	0.7580	96.5596	96.4023	0.5083	0.53	AlfI:96.48,AloI:96.82,BcgI:96.45,FalI:96.32	1686	112	1869	59	12.741071428571429	ok	96.4769	uniform
GCA_012103075.1	GCF_000017405.1	96.1849	96.9005	0.7015	0.8308	0.03710	41	0.9947	38	1.297	0.7919	96.1377	97.5444	0.3333	1.58	AlfI:96.98,AloI:97.10,BcgI:96.87,FalI:96.77	7330	41	9777	1615	176.14634146341464	ok	96.1849	gamma
GCA_013205255.1	GCF_015840335.1	97.2509	97.3631	0.4203	0.3144	0.06996	184	0.9987	2	4.741	0.8264	97.2144	97.4592	1.0196	1.86	AlfI:97.38,AloI:96.40,BcgI:97.42,FalI:97.39	2223	184	2094	36	9.266304347826088	ok	97.2509	gamma
GCA_013333795.2	GCA_013333845.2	96.7378	96.9681	0.4462	0.4489	0.14062	56	0.9885	5	3.601	0.7981	96.4753	97.3570	1.8418	0.90	AlfI:97.03,AloI:95.22,BcgI:97.07,FalI:96.71	632	56	641	51	8.696428571428571	ok	96.7378	gamma
GCA_014204745.1	GCF_000717055.1	96.2682	96.8045	0.8081	0.7845	0.03260	102	0.9895	100	1.781	0.7830	96.1335	97.3965	0.9688	17.26	AlfI:96.76,AloI:96.59,BcgI:96.78,FalI:97.55	9779	102	13009	482	93.15686274509804	ok	96.2682	gamma
GCA_014204745.1	GCF_001611795.1	96.1542	96.7673	0.8310	0.8275	0.03262	58	0.9941	56	1.631	0.7802	96.0273	97.4351	0.6671	8.57	AlfI:96.65,AloI:96.70,BcgI:96.76,FalI:97.32	9843	58	13285	1387	164.72413793103448	ok	96.1542	gamma
GCA_014649355.1	GCA_014649575.1	96.2566	96.8577	0.8173	0.8478	0.03541	100	0.9922	62	1.565	0.7871	96.1509	97.4678	0.8011	8.85	AlfI:96.76,AloI:96.58,BcgI:96.89,FalI:97.38	8164	100	10862	793	79.37	ok	96.2566	gamma
GCA_014649555.1	GCF_003501885.1	96.7241	97.2393	0.6840	0.7533	0.03452	346	0.9572	319	1.434	0.8162	96.5990	97.7104	0.9145	18.25	AlfI:97.09,AloI:97.07,BcgI:97.23,FalI:97.98	7954	346	9772	136	21.63872832369942	ok	96.7241	gamma
GCA_014649555.1	GCF_014649875.1	97.0240	97.5440	0.8071	0.9135	0.03059	71	0.9949	44	1.224	0.8388	96.8283	98.0063	0.7652	15.39	AlfI:97.46,AloI:97.40,BcgI:97.52,FalI:98.17	8820	71	10932	586	120.83098591549296	ok	97.0240	gamma
GCA_014652975.1	GCF_000786655.1	96.2583	97.0589	0.8870	0.8395	0.05524	40	0.9910	28	1.075	0.8018	96.2574	97.7125	0.9124	7.40	AlfI:97.11,AloI:97.30,BcgI:96.85,FalI:97.76	3190	40	4224	331	78	ok	96.2583	gamma
GCA_014801235.1	GCA_014801525.1	99.2203	99.3826	0.3529	0.4011	0.04896	21	0.9964	3	0.303	0.9627	99.0600	99.4739	0.4509	3.00	AlfI:99.40,AloI:99.77,BcgI:99.36,FalI:99.32	885	21	893	110	40.04761904761905	ok	99.2203	gamma
GCA_014801595.1	GCA_014802625.1	98.1467	98.9797	0.4420	0.4671	0.05746	27	0.9980	2	0.214	0.9374	98.0504	99.3040	0.1873	0.37	AlfI:99.02,AloI:99.12,BcgI:98.94,FalI:99.01	1035	27	1161	80	37.592592592592595	ok	98.1467	gamma
GCA_014896455.1	GCF_000147695.2	96.4819	97.2846	0.6719	0.5904	0.09823	37	0.9855	14	0.973	0.8276	96.3269	97.9382	0.3260	0.22	AlfI:97.31,AloI:97.43,BcgI:97.10,FalI:97.31	1128	37	1308	196	26.675675675675677	ok	96.4819	gamma
GCA_015062045.1	GCA_017399165.1	96.4160	97.0264	0.6610	0.5718	0.06802	153	0.9743	50	1.392	0.8019	96.3291	97.5739	0.4354	1.52	AlfI:97.11,AloI:96.86,BcgI:97.08,FalI:96.67	2462	153	2749	45	13.411764705882353	ok	96.4160	gamma
GCA_015066745.1	GCA_017848115.1	96.9192	98.4627	0.4796	0.5022	0.05859	105	0.9820	27	0.251	0.9053	97.1631	99.0506	0.3153	0.87	AlfI:98.44,AloI:98.74,BcgI:98.45,FalI:98.43	1918	105	1942	45	15.047619047619047	ok	96.9192	gamma
GCA_015068085.1	GCA_017408185.1	97.5703	97.9852	0.2886	0.2446	0.06832	173	0.9342	91	1.044	0.8727	97.3718	98.3023	0.1948	0.43	AlfI:98.12,AloI:98.00,BcgI:97.92,FalI:97.96	2189	173	1752	27	8.468208092485549	ok	97.5703	gamma
GCA_016280695.1	GCA_017420585.1	97.1486	97.1486	0.5150	0.4594	0.07868	197	0.9834	22	inf	0.8104	97.2347	97.0940	0.3326	0.67	AlfI:97.07,AloI:97.40,BcgI:97.11,FalI:97.21	1912	197	1824	24	7.629441624365482	ok	97.1486	uniform
GCA_016290415.1	GCA_017428035.1	96.5446	96.9315	0.5678	0.5743	0.07351	155	0.9772	39	2.148	0.7953	96.4208	97.3387	0.3741	1.36	AlfI:97.12,AloI:96.75,BcgI:96.81,FalI:96.89	2167	155	2422	79	11.806451612903226	ok	96.5446	gamma
GCA_016744155.1	GCA_018067325.1	96.7467	97.0080	0.3810	0.4737	0.07524	213	0.8974	171	2.781	0.8017	96.6981	97.2471	0.4135	1.81	AlfI:96.86,AloI:96.78,BcgI:97.19,FalI:96.85	2328	213	2199	25	8.023474178403756	ok	96.7467	gamma
GCA_016777545.1	GCA_016778675.1	99.2692	99.2692	0.2702	0.1978	0.13537	22	0.9917	1	inf	0.9557	99.6536	99.1546	0.6560	1.55	AlfI:99.06,AloI:99.72,BcgI:99.65,FalI:99.17	204	22	143	11	6.409090909090909	ok	99.2692	uniform
GCA_016777745.1	GCA_905182145.1	98.6535	98.9322	0.2363	0.3609	0.12663	29	0.9905	2	0.416	0.9352	98.6085	99.0476	1.1095	1.33	AlfI:99.37,AloI:98.26,BcgI:98.67,FalI:98.97	275	29	259	18	8.172413793103448	ok	98.6535	gamma
GCA_016783995.1	GCA_018894445.1	97.5909	97.5909	0.0647	0.0633	0.35938	9	1.0000	0	inf	0.8477	96.9497	97.9783	3.9980	1.05	AlfI:97.81,AloI:93.99,BcgI:97.05,FalI:97.99	219	9	81	11	7.222222222222222	INCONSISTENT	97.5909	uniform
GCA_016882185.1	GCF_002688585.1	97.5684	97.5684	0.2927	0.2353	0.19703	30	1.0000	0	inf	0.8454	97.5613	97.5774	0.8676	0.60	AlfI:97.80,AloI:97.95,BcgI:97.08,FalI:97.61	333	30	258	14	7.233333333333333	ok	97.5684	uniform
GCA_017392345.1	GCA_900313105.1	95.7941	96.8654	0.5733	0.4193	0.15655	38	0.9787	8	0.945	0.7886	95.8853	97.7342	1.1708	2.03	AlfI:96.39,AloI:97.56,BcgI:96.80,FalI:97.46	558	38	574	27	10.657894736842104	ok	95.7941	gamma
GCA_017392345.1	GCA_902787305.1	95.7641	96.6439	0.5624	0.4133	0.16281	39	0.9728	10	1.260	0.7716	95.7566	97.4877	0.9745	0.91	AlfI:96.20,AloI:97.18,BcgI:96.73,FalI:96.60	530	39	568	38	10.153846153846153	ok	95.7641	gamma
GCA_017399555.1	GCA_017622255.1	97.8237	97.9672	0.2307	0.3089	0.08535	130	0.8931	99	1.968	0.8703	98.0558	97.9293	0.3676	1.29	AlfI:98.14,AloI:97.85,BcgI:97.78,FalI:98.12	1463	130	1068	29	7.361538461538461	ok	97.8237	gamma
GCA_017429885.1	GCA_900320365.1	97.7304	97.7304	0.2624	0.2165	0.09848	123	0.9911	6	inf	0.8541	97.8047	97.6942	0.3271	0.38	AlfI:97.88,AloI:97.56,BcgI:97.81,FalI:97.67	1479	123	924	18	6.4471544715447155	ok	97.7304	uniform
GCA_017531065.1	GCA_902800255.1	97.4564	97.5831	0.3466	0.3453	0.11131	89	0.9780	13	3.258	0.8460	97.5768	97.5905	0.9635	2.40	AlfI:97.30,AloI:98.27,BcgI:97.71,FalI:97.37	962	89	790	15	7.49438202247191	ok	97.4564	gamma
GCA_017646885.1	GCA_017652345.1	99.8213	99.8427	0.1204	0.0692	0.04059	35	0.9838	5	0.070	0.9904	99.8555	99.8391	0.3204	0.36	AlfI:99.68,AloI:99.80,BcgI:100.00,FalI:99.85	739	35	341	51	9.657142857142857	ok	99.8213	gamma
GCA_017996075.1	GCF_014352935.1	96.6939	96.6939	0.1938	0.1181	0.22786	36	0.9947	1	inf	0.7873	96.7245	96.6858	2.6108	1.37	AlfI:97.31,AloI:97.33,BcgI:94.72,FalI:96.65	516	36	285	15	6.25	ok	96.6939	uniform
GCA_018224395.1	GCF_004171285.1	96.1691	97.6166	0.4534	0.5449	0.12428	43	0.9203	42	0.502	0.8489	96.3338	98.4121	0.5609	0.52	AlfI:97.76,AloI:97.95,BcgI:97.39,FalI:97.58	723	43	709	66	12.279069767441861	ok	96.1691	gamma
GCA_018363915.1	GCF_000163295.1	96.7702	97.3429	0.7253	0.7710	0.09933	33	0.9925	7	1.154	0.8322	96.6804	97.7813	0.3678	0.31	AlfI:97.12,AloI:97.49,BcgI:97.16,FalI:97.37	1058	33	1229	150	29.21212121212121	ok	96.7702	gamma
