query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species
GCF_001069395.1	GCF_001070155.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis
GCF_001069395.1	GCF_000011925.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis
GCF_001069395.1	GCF_006742205.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis
GCF_001070155.1	GCF_000011925.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis
GCF_001070155.1	GCF_006742205.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis
GCF_000011925.1	GCF_006742205.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis
GCF_001949325.1	GCF_000013285.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_P	g__Clostridium_P	s__Clostridium_P perfringens	s__Clostridium_P perfringens
GCF_001949325.1	GCA_000013845.2	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_P	g__Clostridium_P	s__Clostridium_P perfringens	s__Clostridium_P perfringens
GCF_000013285.1	GCA_000013845.2	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_P	g__Clostridium_P	s__Clostridium_P perfringens	s__Clostridium_P perfringens
GCF_009874325.1	GCF_000365305.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Dickeya	g__Dickeya	s__Dickeya dianthicola	s__Dickeya dianthicola
GCF_009874325.1	GCF_014893095.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Dickeya	g__Dickeya	s__Dickeya dianthicola	s__Dickeya dianthicola
GCF_000365305.1	GCF_014893095.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Dickeya	g__Dickeya	s__Dickeya dianthicola	s__Dickeya dianthicola
GCF_003383635.1	GCF_003185385.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus pseudintermedius	s__Staphylococcus pseudintermedius
GCF_003383635.1	GCF_001792775.2	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus pseudintermedius	s__Staphylococcus pseudintermedius
GCF_003185385.1	GCF_001792775.2	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus pseudintermedius	s__Staphylococcus pseudintermedius
GCF_000438685.2	GCF_000727125.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B
GCF_000438685.2	GCF_000168815.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B
GCF_000438685.2	GCF_000307025.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B
GCF_000438685.2	GCF_900029175.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B
GCF_000727125.1	GCF_000168815.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B
GCF_000727125.1	GCF_000307025.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B
GCF_000727125.1	GCF_900029175.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B
GCF_000168815.1	GCF_000307025.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B
GCF_000168815.1	GCF_900029175.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B
GCF_000307025.1	GCF_900029175.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B
GCF_013300365.1	GCF_000154065.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Dorea_A	g__Dorea_A	s__Dorea_A longicatena	s__Dorea_A longicatena
GCF_013300365.1	GCF_013299905.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Dorea_A	g__Dorea_A	s__Dorea_A longicatena	s__Dorea_A longicatena
GCF_000154065.1	GCF_013299905.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Dorea_A	g__Dorea_A	s__Dorea_A longicatena	s__Dorea_A longicatena
GCF_000628045.1	GCF_000628105.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes
GCF_000628045.1	GCF_002055535.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes
GCF_000628045.1	GCF_000006785.2	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes
GCF_000628045.1	GCF_000628065.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes
GCF_000628105.1	GCF_002055535.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes
GCF_000628105.1	GCF_000006785.2	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes
GCF_000628105.1	GCF_000628065.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes
GCF_002055535.1	GCF_000006785.2	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes
GCF_002055535.1	GCF_000628065.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes
GCF_000006785.2	GCF_000628065.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes
GCF_013309755.1	GCF_001538885.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Serratia	g__Serratia	s__Serratia marcescens_K	s__Serratia marcescens_K
GCF_013309755.1	GCF_002220655.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Serratia	g__Serratia	s__Serratia marcescens_K	s__Serratia marcescens_K
GCF_001538885.1	GCF_002220655.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Serratia	g__Serratia	s__Serratia marcescens_K	s__Serratia marcescens_K
GCF_000762065.1	GCF_000372485.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Oenococcus	g__Oenococcus	s__Oenococcus oeni	s__Oenococcus oeni
GCF_000762065.1	GCF_000762105.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Oenococcus	g__Oenococcus	s__Oenococcus oeni	s__Oenococcus oeni
GCF_000372485.1	GCF_000762105.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Oenococcus	g__Oenococcus	s__Oenococcus oeni	s__Oenococcus oeni
GCF_003976565.1	GCF_001457615.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa
GCF_003976565.1	GCF_900148285.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa
GCF_003976565.1	GCF_900148295.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa
GCF_003976565.1	GCF_001449325.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa
GCF_001457615.1	GCF_900148285.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa
GCF_001457615.1	GCF_900148295.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa
GCF_001457615.1	GCF_001449325.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa
GCF_900148285.1	GCF_900148295.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa
GCF_900148285.1	GCF_001449325.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa
GCF_900148295.1	GCF_001449325.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa
GCF_001042655.1	GCF_002861965.1	high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Bifidobacterium	g__Bifidobacterium	s__Bifidobacterium vaginale	s__Bifidobacterium vaginale
GCF_001042655.1	GCF_014857145.1	high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Bifidobacterium	g__Bifidobacterium	s__Bifidobacterium vaginale	s__Bifidobacterium vaginale
GCF_002861965.1	GCF_014857145.1	high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Bifidobacterium	g__Bifidobacterium	s__Bifidobacterium vaginale	s__Bifidobacterium vaginale
GCF_000479615.1	GCF_000690095.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis
GCF_000479615.1	GCF_000690635.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis
GCF_000479615.1	GCF_000689935.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis
GCF_000479615.1	GCF_000306945.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis
GCF_000690095.1	GCF_000690635.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis
GCF_000690095.1	GCF_000689935.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis
GCF_000690095.1	GCF_000306945.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis
GCF_000690635.1	GCF_000689935.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis
GCF_000690635.1	GCF_000306945.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis
GCF_000689935.1	GCF_000306945.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis
GCF_002918325.1	GCF_900635635.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Escherichia	g__Escherichia	s__Escherichia coli	s__Escherichia coli
GCF_002918325.1	GCF_003322085.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Escherichia	g__Escherichia	s__Escherichia coli	s__Escherichia coli
GCF_002918325.1	GCF_003697165.2	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Escherichia	g__Escherichia	s__Escherichia coli	s__Escherichia coli
GCF_002918325.1	GCF_003322065.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Escherichia	g__Escherichia	s__Escherichia coli	s__Escherichia coli
GCF_900635635.1	GCF_003322085.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Escherichia	g__Escherichia	s__Escherichia coli	s__Escherichia coli
GCF_900635635.1	GCF_003697165.2	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Escherichia	g__Escherichia	s__Escherichia coli	s__Escherichia coli
GCF_900635635.1	GCF_003322065.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Escherichia	g__Escherichia	s__Escherichia coli	s__Escherichia coli
GCF_003322085.1	GCF_003697165.2	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Escherichia	g__Escherichia	s__Escherichia coli	s__Escherichia coli
GCF_003322085.1	GCF_003322065.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Escherichia	g__Escherichia	s__Escherichia coli	s__Escherichia coli
GCF_003697165.2	GCF_003322065.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Escherichia	g__Escherichia	s__Escherichia coli	s__Escherichia coli
GCF_008801575.1	GCF_001719145.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Xanthomonas	g__Xanthomonas	s__Xanthomonas cissicola	s__Xanthomonas cissicola
GCF_008801575.1	GCF_000349225.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Xanthomonas	g__Xanthomonas	s__Xanthomonas cissicola	s__Xanthomonas cissicola
GCF_001719145.1	GCF_000349225.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Xanthomonas	g__Xanthomonas	s__Xanthomonas cissicola	s__Xanthomonas cissicola
GCF_000215745.1	GCF_002184575.2	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella aerogenes	s__Klebsiella aerogenes
GCF_000215745.1	GCF_014856475.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella aerogenes	s__Klebsiella aerogenes
GCF_002184575.2	GCF_014856475.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella aerogenes	s__Klebsiella aerogenes
GCF_000877425.1	GCF_000500405.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Vibrio	g__Vibrio	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus
GCF_000877425.1	GCF_000706825.2	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Vibrio	g__Vibrio	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus
GCF_000877425.1	GCF_900460535.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Vibrio	g__Vibrio	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus
GCF_000877425.1	GCF_000454145.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Vibrio	g__Vibrio	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus
GCF_000500405.1	GCF_000706825.2	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Vibrio	g__Vibrio	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus
GCF_000500405.1	GCF_900460535.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Vibrio	g__Vibrio	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus
GCF_000500405.1	GCF_000454145.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Vibrio	g__Vibrio	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus
GCF_000706825.2	GCF_900460535.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Vibrio	g__Vibrio	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus
GCF_000706825.2	GCF_000454145.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Vibrio	g__Vibrio	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus
GCF_900460535.1	GCF_000454145.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Vibrio	g__Vibrio	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus
GCF_002161435.1	GCF_000154205.1	high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Bacteroides	g__Bacteroides	s__Bacteroides uniformis	s__Bacteroides uniformis
GCF_002161435.1	GCF_003602795.1	high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Bacteroides	g__Bacteroides	s__Bacteroides uniformis	s__Bacteroides uniformis
GCF_000154205.1	GCF_003602795.1	high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Bacteroides	g__Bacteroides	s__Bacteroides uniformis	s__Bacteroides uniformis
GCF_001685175.1	GCF_018223745.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium	g__Clostridium	s__Clostridium beijerinckii	s__Clostridium beijerinckii
GCF_001685175.1	GCF_013294385.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium	g__Clostridium	s__Clostridium beijerinckii	s__Clostridium beijerinckii
GCF_018223745.1	GCF_013294385.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium	g__Clostridium	s__Clostridium beijerinckii	s__Clostridium beijerinckii
GCF_900459225.1	GCF_009730735.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus dysgalactiae	s__Streptococcus dysgalactiae
GCF_001321425.1	GCF_001321205.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei
GCF_001321425.1	GCF_001209505.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei
GCF_001321425.1	GCF_000011705.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei
GCF_001321425.1	GCF_000015905.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei
GCF_001321205.1	GCF_001209505.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei
GCF_001321205.1	GCF_000011705.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei
GCF_001321205.1	GCF_000015905.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei
GCF_001209505.1	GCF_000011705.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei
GCF_001209505.1	GCF_000015905.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei
GCF_000011705.1	GCF_000015905.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei
GCF_005518035.1	GCF_009741445.1	high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Mycobacterium	g__Mycobacterium	s__Mycobacterium avium	s__Mycobacterium avium
GCF_005518035.1	GCF_002292785.1	high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Mycobacterium	g__Mycobacterium	s__Mycobacterium avium	s__Mycobacterium avium
GCF_009741445.1	GCF_002292785.1	high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Mycobacterium	g__Mycobacterium	s__Mycobacterium avium	s__Mycobacterium avium
GCF_009876415.1	GCF_012317185.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Clostridium_AQ	g__Clostridium_AQ	s__Clostridium_AQ innocuum	s__Clostridium_AQ innocuum
GCF_009876415.1	GCF_002814255.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Clostridium_AQ	g__Clostridium_AQ	s__Clostridium_AQ innocuum	s__Clostridium_AQ innocuum
GCF_012317185.1	GCF_002814255.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Clostridium_AQ	g__Clostridium_AQ	s__Clostridium_AQ innocuum	s__Clostridium_AQ innocuum
GCF_000019305.1	GCA_001951135.2	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_F	g__Clostridium_F	s__Clostridium_F botulinum	s__Clostridium_F botulinum
GCF_000019305.1	GCF_001276985.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_F	g__Clostridium_F	s__Clostridium_F botulinum	s__Clostridium_F botulinum
GCA_001951135.2	GCF_001276985.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_F	g__Clostridium_F	s__Clostridium_F botulinum	s__Clostridium_F botulinum
GCF_000950675.1	GCF_000008485.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Legionella	g__Legionella	s__Legionella pneumophila	s__Legionella pneumophila
GCF_002009015.1	GCF_009903625.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Microbulbifer	g__Microbulbifer	s__Microbulbifer mangrovi	s__Microbulbifer sp009903625
GCF_000380565.1	GCF_002009015.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Microbulbifer	g__Microbulbifer	s__Microbulbifer variabilis	s__Microbulbifer mangrovi
GCF_009363535.1	GCF_005771435.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Microbulbifer	g__Microbulbifer	s__Microbulbifer sp009363535	s__Microbulbifer harenosus
GCF_017303155.1	GCF_001639145.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Microbulbifer	g__Microbulbifer	s__Microbulbifer salipaludis	s__Microbulbifer sp001639145
GCF_000220505.1	GCF_002959965.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Microbulbifer	g__Microbulbifer	s__Microbulbifer agarilyticus_B	s__Microbulbifer pacificus
GCF_018853815.1	GCF_018853445.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Acidithiobacillus	g__Acidithiobacillus	s__Acidithiobacillus sp018853815	s__Acidithiobacillus sp018853445
GCF_003966655.1	GCF_018853815.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Acidithiobacillus	g__Acidithiobacillus	s__Acidithiobacillus ferridurans	s__Acidithiobacillus sp018853815
GCF_018854495.1	GCF_002847505.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Acidithiobacillus	g__Acidithiobacillus	s__Acidithiobacillus ferrooxidans_C	s__Acidithiobacillus sp002847505
GCF_009662475.1	GCF_003966655.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Acidithiobacillus	g__Acidithiobacillus	s__Acidithiobacillus thiooxidans	s__Acidithiobacillus ferridurans
GCF_015100155.1	GCF_018854775.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Acidithiobacillus	g__Acidithiobacillus	s__Acidithiobacillus sp015100155	s__Acidithiobacillus ferriphilus
GCF_000018785.1	GCA_002399815.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Acholeplasma	g__Acholeplasma	s__Acholeplasma laidlawii	s__Acholeplasma sp002399815
GCF_000526235.1	GCF_000018785.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Acholeplasma	g__Acholeplasma	s__Acholeplasma granularum	s__Acholeplasma laidlawii
GCF_000526235.1	GCF_900166985.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Acholeplasma	g__Acholeplasma	s__Acholeplasma granularum	s__Acholeplasma oculi
GCF_015709225.1	GCF_000526235.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Acholeplasma	g__Acholeplasma	s__Acholeplasma laidlawii_A	s__Acholeplasma granularum
