pairid	q_acc	r_acc	syn2b_breakpoints	syn2b_scj_distance	syn2b_breakpoint_density	syn2b_inverted_fraction	syn2b_raw_inverted_fraction	syn2b_orientation_mismatches	syn2b_orientation_mismatches_raw	syn2b_orientation_uninformative	syn2b_observable_fraction	syn2b_observable_adjacencies	syn2b_structural	syn2b_shared_tags	syn2b_repeats_dropped	syn2b_landmarks_collapsed	syn2b_circular	syn2b_legacy_adjacency	syn2b_junctions	status	syn2b_rev_breakpoints	syn2b_rev_scj_distance	syn2b_rev_breakpoint_density	syn2b_rev_inverted_fraction	syn2b_rev_raw_inverted_fraction	syn2b_rev_orientation_mismatches	syn2b_rev_orientation_mismatches_raw	syn2b_rev_orientation_uninformative	syn2b_rev_observable_fraction	syn2b_rev_observable_adjacencies	syn2b_rev_structural	syn2b_rev_shared_tags	syn2b_rev_repeats_dropped	syn2b_rev_landmarks_collapsed	syn2b_rev_circular	syn2b_rev_legacy_adjacency	syn2b_rev_junctions	reverse_status	syn2b_scj_corrected	syn2b_hidden_a	syn2b_hidden_b
GCF_015546965.1__GCA_905214425.1	GCF_015546965.1	GCA_905214425.1	0	45	0.00000	0.48375	0.48375	134	134	0	0.9478	218	0.8302	277	6	0	false	0.0193		ok	0	45	0.00000	0.48375	0.48375	134	134	0	0.8314	212	0.8302	277	6	0	false	0.0193		ok	-10.00	12.01	42.99
GCF_002892795.1__GCF_017052465.1	GCF_002892795.1	GCF_017052465.1	1	13	0.01818	0.41818	0.41818	23	23	0	0.7273	24	0.6667	55	17	0	false	0.0006	3868023	ok	1	13	0.01818	0.41818	0.41818	23	23	0	0.7188	23	0.6667	55	17	0	false	0.0006	1400744	ok	-5.00	9.00	9.00
GCF_002165775.1__GCF_003048375.1	GCF_002165775.1	GCF_003048375.1	8	64	0.09302	0.43023	0.43023	37	37	0	0.9059	77	0.4286	86	23	0	false	0.0029	317860,423313,697740,998812,1221705,1288671,1437680,1698442	ok	8	64	0.09302	0.43023	0.43023	37	37	0	0.9867	74	0.4286	86	23	0	false	0.0029	370904,505991,643321,848134,1040024,1651746,1713517,1788477	ok	55.00	8.00	1.00
GCA_004173515.1__GCF_003611635.1	GCA_004173515.1	GCF_003611635.1	0	273	0.00000	0.50000	0.50000	503	503	0	0.5897	365	0.6219	1006	60	0	false	0.0097		ok	0	273	0.00000	0.50000	0.50000	503	503	0	0.7210	398	0.6219	1006	60	0	false	0.0097		ok	-134.97	253.96	154.01
GCA_902592935.1__GCA_902536005.1	GCA_902592935.1	GCA_902536005.1	0	4	0.00000	0.45455	0.45455	15	15	0	0.7333	11	0.7647	33	1	0	false	0.0022		ok	0	4	0.00000	0.45455	0.45455	15	15	0	0.6000	9	0.7647	33	1	0	false	0.0022		ok	-6.00	4.00	6.00
GCF_014205115.1__GCF_014204815.1	GCF_014205115.1	GCF_014204815.1	8	16	0.14286	0.01786	0.01786	1	1	0	1.0000	56	0.7500	56	15	0	true	0.0042	76239,1037115,1179359,1214501,1636412,1698109,2009362,2092234	ok	8	16	0.14286	0.01786	0.01786	1	1	0	1.0000	56	0.7500	56	15	0	true	0.0042	701184,733681,855353,1302162,1780849,2393012,2457035,2470791	ok	16.00	0.00	0.00
GCF_014204755.1__GCF_900184245.1	GCF_014204755.1	GCF_900184245.1	1	13	0.02174	0.36957	0.63043	17	29	0	0.9750	39	0.7347	46	44	0	false	0.0000	1835689	ok	1	13	0.02174	0.36957	0.63043	17	29	0	0.8667	39	0.7347	46	44	0	false	0.0000	942387	ok	6.00	1.00	6.00
GCF_003435375.1__GCF_003480435.1	GCF_003435375.1	GCF_003480435.1	8	67	0.01623	0.40162	0.59838	198	295	0	0.9238	412	0.8592	493	22	0	false	0.0226	495579,614299,865801,1235629,1340629,2059447,2300868,3337322	ok	6	67	0.01217	0.40162	0.59838	198	295	0	0.9385	412	0.8592	493	22	0	false	0.0226	121165,200659,515056,2997911,3422469,3671786	ok	6.02	33.98	27.00
GCA_902624345.1__GCA_902566755.1	GCA_902624345.1	GCA_902566755.1	0	8	0.00000	0.26316	0.26316	10	10	0	0.6957	16	0.6923	38	0	0	false	0.0058		ok	0	8	0.00000	0.26316	0.26316	10	10	0	0.6667	14	0.6923	38	0	0	false	0.0058		ok	-6.00	7.00	7.00
GCF_003947455.1__GCF_014648855.1	GCF_003947455.1	GCF_014648855.1	5	259	0.00668	0.45127	0.45127	338	338	0	0.5920	428	0.6495	749	22	0	false	0.0100	108409,1620497,3723390,4830603,7094895	ok	1	259	0.00134	0.45127	0.45127	338	338	0	0.9859	489	0.6495	749	22	0	false	0.0100	2103262	ok	-42.97	294.97	6.99
GCA_900771995.1__GCA_900766575.1	GCA_900771995.1	GCA_900766575.1	0	8	0.00000	0.38182	0.38182	21	21	0	0.1875	3	0.6364	55	5	0	false	0.0012		ok	0	8	0.00000	0.38182	0.38182	21	21	0	0.2500	5	0.6364	55	5	0	false	0.0012		ok	-20.00	13.00	15.00
GCF_016741855.1__GCF_014650115.1	GCF_016741855.1	GCF_014650115.1	2	45	0.00535	0.31551	0.31551	118	118	0	0.9491	317	0.8753	374	25	0	false	0.0038	673614,1981013	ok	4	45	0.01070	0.31551	0.31551	118	118	0	0.9213	316	0.8753	374	25	0	false	0.0038	1113318,4104576,5711363,5740190	ok	1.01	17.00	26.99
GCF_002156455.1__GCF_000272045.2	GCF_002156455.1	GCF_000272045.2	0	113	0.00000	0.45891	0.45891	363	363	0	0.8418	660	0.8559	791	15	0	false	0.0227		ok	0	113	0.00000	0.45891	0.45891	363	363	0	1.0000	671	0.8559	791	15	0	false	0.0227		ok	-11.03	124.03	0.00
GCF_009696265.1__GCA_910575755.1	GCF_009696265.1	GCA_910575755.1	3	57	0.04545	0.45455	0.54545	30	36	0	0.7736	41	0.2875	66	13	0	false	0.0003	636910,1093941,2126905	ok	2	57	0.03030	0.45455	0.54545	30	36	0	0.8600	43	0.2875	66	13	0	false	0.0003	295353,2876706	ok	38.00	12.00	7.00
GCF_001677955.1__GCF_014779605.1	GCF_001677955.1	GCF_014779605.1	1	61	0.00437	0.44105	0.44105	101	101	0	0.6995	128	0.6965	229	23	0	false	0.0032	458419	ok	1	61	0.00437	0.44105	0.44105	101	101	0	0.8544	135	0.6965	229	23	0	false	0.0032	259320	ok	-16.99	54.99	23.01
GCF_000176355.1__GCA_002377695.1	GCF_000176355.1	GCA_002377695.1	5	22	0.12195	0.39024	0.60976	16	25	0	0.7742	24	0.4762	41	0	0	false	0.0000	502678,1262381,1416456,1959825,2545816	ok	4	22	0.09756	0.39024	0.60976	16	25	0	0.7742	24	0.4762	41	0	0	false	0.0000	695448,1043465,2621595,2805263	ok	8.00	7.00	7.00
GCF_004349135.1__GCF_015752255.1	GCF_004349135.1	GCF_015752255.1	0	34	0.00000	0.26744	0.73256	23	63	0	0.7013	54	0.6000	86	12	0	false	0.0005		ok	1	34	0.01163	0.26744	0.73256	23	63	0	0.9492	56	0.6000	86	12	0	false	0.0005	3561719	ok	8.00	23.00	3.00
GCA_900555105.1__GCA_900539345.1	GCA_900555105.1	GCA_900539345.1	0	111	0.00000	0.49485	0.49485	144	144	0	0.3946	88	0.5132	291	3	0	false	0.0092		ok	0	111	0.00000	0.49485	0.49485	144	144	0	0.9098	111	0.5132	291	3	0	false	0.0092		ok	-35.02	135.01	11.00
GCF_009729095.1__GCF_001665785.1	GCF_009729095.1	GCF_001665785.1	0	26	0.00000	0.46729	0.46729	50	50	0	0.9744	76	0.7451	107	8	0	false	0.0005		ok	0	26	0.00000	0.46729	0.46729	50	50	0	0.6800	68	0.7451	107	8	0	false	0.0005		ok	-8.00	2.00	32.00
GCF_900102375.1__GCF_000337915.1	GCF_900102375.1	GCF_000337915.1	0	32	0.00000	0.39583	0.60417	19	29	0	0.7200	18	0.2889	48	23	0	false	0.0000		ok	0	32	0.00000	0.39583	0.60417	19	29	0	0.4545	15	0.2889	48	23	0	false	0.0000		ok	7.00	7.00	18.00
GCF_009496205.1__GCF_001075675.1	GCF_009496205.1	GCF_001075675.1	0	12	0.00000	0.27500	0.27500	11	11	0	0.3333	7	0.4783	40	7	0	false	0.0000		ok	0	12	0.00000	0.27500	0.27500	11	11	0	0.6923	9	0.4783	40	7	0	false	0.0000		ok	-6.00	14.00	4.00
GCF_017942225.1__GCF_900156665.1	GCF_017942225.1	GCF_900156665.1	0	14	0.00000	0.47458	0.52542	28	31	0	0.6977	30	0.7083	59	8	0	false	0.0004		ok	0	14	0.00000	0.47458	0.52542	28	31	0	0.8205	32	0.7083	59	8	0	false	0.0004		ok	-6.00	13.00	7.00
GCF_008180865.1__GCF_012911895.1	GCF_008180865.1	GCF_012911895.1	0	9	0.00000	0.34884	0.65116	15	28	0	0.9643	27	0.7500	43	8	0	false	0.0002		ok	0	9	0.00000	0.34884	0.65116	15	28	0	0.6286	22	0.7500	43	8	0	false	0.0002		ok	-5.00	1.00	13.00
GCF_002159625.1__GCF_016900315.1	GCF_002159625.1	GCF_016900315.1	0	12	0.00000	0.35714	0.35714	10	10	0	0.5000	6	0.3684	28	8	0	false	0.0004		ok	0	12	0.00000	0.35714	0.35714	10	10	0	0.3571	5	0.3684	28	8	0	false	0.0004		ok	-3.00	6.00	9.00
GCF_017353455.1__GCF_002711365.1	GCF_017353455.1	GCF_002711365.1	0	64	0.00000	0.49495	0.49495	49	49	0	0.0854	7	0.2195	99	30	0	false	0.0001		ok	0	64	0.00000	0.49495	0.49495	49	49	0	0.9444	17	0.2195	99	30	0	false	0.0001		ok	-11.97	74.97	1.00
GCF_002632725.1__GCF_002632615.1	GCF_002632725.1	GCF_002632615.1	1	21	0.02703	0.35135	0.35135	13	13	0	0.8000	16	0.4000	37	470	0	false	0.0002	2052374	ok	3	21	0.08108	0.35135	0.35135	13	13	0	0.5172	15	0.4000	37	470	0	false	0.0002	833676,1060578,3390499	ok	3.00	4.00	14.00
GCA_902613855.1__GCA_902578255.1	GCA_902613855.1	GCA_902578255.1	0	11	0.00000	0.42593	0.42593	23	23	0	0.8537	35	0.7708	54	0	0	false	0.0048		ok	0	11	0.00000	0.42593	0.42593	23	23	0	0.7955	35	0.7708	54	0	0	false	0.0048		ok	-4.00	6.00	9.00
GCF_013522705.1__GCF_003612935.1	GCF_013522705.1	GCF_003612935.1	2	49	0.01149	0.47701	0.52299	83	91	0	0.7341	127	0.7263	174	23	0	false	0.0006	1025511,2246193	ok	0	49	0.00000	0.47701	0.52299	83	91	0	0.9926	135	0.7263	174	23	0	false	0.0006		ok	1.99	46.00	1.01
GCF_900143205.1__GCF_900103635.1	GCF_900143205.1	GCF_900103635.1	2	32	0.00590	0.17699	0.17699	60	60	0	0.9649	302	0.9039	339	13	0	false	0.0170	954212,966195	ok	2	32	0.00590	0.17699	0.17699	60	60	0	0.9377	301	0.9039	339	13	0	false	0.0170	1740222,1751410	ok	1.02	10.99	20.00
GCA_905235655.1__GCA_905233385.1	GCA_905235655.1	GCA_905233385.1	0	1	0.00000	0.40000	0.40000	6	6	0	0.4000	2	0.8000	15	3	0	false	0.0006		ok	0	1	0.00000	0.40000	0.40000	6	6	0	0.5000	2	0.8000	15	3	0	false	0.0006		ok	-4.00	3.00	2.00
GCF_001294455.1__GCF_000473205.1	GCF_001294455.1	GCF_000473205.1	2	18	0.04000	0.46000	0.54000	23	27	0	0.6327	31	0.6471	50	29	0	false	0.0004	94710,2370144	ok	1	18	0.02000	0.46000	0.54000	23	27	0	1.0000	35	0.6471	50	29	0	false	0.0004	407216	ok	0.00	18.00	0.00
GCF_006494655.1__GCF_015752045.1	GCF_006494655.1	GCF_015752045.1	0	5	0.00000	0.09091	0.09091	3	3	0	0.8261	19	0.8000	33	9	0	false	0.0012		ok	0	5	0.00000	0.09091	0.09091	3	3	0	0.9091	20	0.8000	33	9	0	false	0.0012		ok	-1.00	4.00	2.00
GCF_000312565.1__GCF_902825235.1	GCF_000312565.1	GCF_902825235.1	0	6	0.00000	0.40000	0.60000	4	6	0	0.0000	0	0.1429	10	51	0	false	0.0000		ok	0	6	0.00000	0.40000	0.60000	4	6	0	0.5000	1	0.1429	10	51	0	false	0.0000		ok			
GCA_902635335.1__GCA_902589395.1	GCA_902635335.1	GCA_902589395.1	0	9	0.00000	0.50000	0.50000	22	22	0	0.6774	21	0.7273	44	0	0	false	0.0030		ok	0	9	0.00000	0.50000	0.50000	22	22	0	0.8846	23	0.7273	44	0	0	false	0.0030		ok	-4.00	10.00	3.00
GCF_003943905.1__GCA_905221365.1	GCF_003943905.1	GCA_905221365.1	1	11	0.00510	0.26531	0.26531	52	52	0	0.9945	182	0.9424	196	7	0	false	0.0149	315423	ok	1	11	0.00510	0.26531	0.26531	52	52	0	0.9681	182	0.9424	196	7	0	false	0.0149	668164	ok	4.00	1.01	6.00
GCF_000024885.1__GCA_016930915.1	GCF_000024885.1	GCA_016930915.1	0	17	0.00000	0.46667	0.53333	21	24	0	0.9655	28	0.6222	45	11	0	false	0.0005		ok	0	17	0.00000	0.46667	0.53333	21	24	0	0.5909	26	0.6222	45	11	0	false	0.0005		ok	-2.00	1.00	18.00
GCA_002709915.1__GCA_002420305.1	GCA_002709915.1	GCA_002420305.1	0	9	0.00000	0.50000	0.50000	25	25	0	0.3333	5	0.5263	50	97	0	false	0.0006		ok	0	9	0.00000	0.50000	0.50000	25	25	0	0.4286	6	0.5263	50	97	0	false	0.0006		ok	-9.00	10.00	8.00
GCF_005280255.1__GCF_000196235.1	GCF_005280255.1	GCF_000196235.1	0	18	0.00000	0.02667	0.02667	2	2	0	1.0000	75	0.7857	75	71	0	true	0.0012		ok	0	18	0.00000	0.02667	0.02667	2	2	0	1.0000	75	0.7857	75	71	0	true	0.0012		ok	18.00	0.00	0.00
GCF_017743975.1__GCF_900143525.1	GCF_017743975.1	GCF_900143525.1	0	8	0.00000	0.26829	0.26829	11	11	0	0.8276	24	0.7647	41	7	0	false	0.0006		ok	0	8	0.00000	0.26829	0.26829	11	11	0	0.7742	24	0.7647	41	7	0	false	0.0006		ok	-4.00	5.00	7.00
GCA_902794535.1__GCA_902756345.1	GCA_902794535.1	GCA_902756345.1	3	44	0.02381	0.44444	0.55556	56	70	0	0.6505	67	0.6106	126	1	0	false	0.0031	1724128,1728744,1781234	ok	3	44	0.02381	0.44444	0.55556	56	70	0	0.9241	73	0.6106	126	1	0	false	0.0031	93890,1554829,2477115	ok	2.01	36.00	6.00
GCF_002920615.1__GCF_002155905.1	GCF_002920615.1	GCF_002155905.1	1	233	0.00218	0.49455	0.50545	227	232	0	0.9674	178	0.4331	459	30	0	false	0.0026	8593252	ok	2	233	0.00436	0.49455	0.50545	227	232	0	0.3062	124	0.4331	459	30	0	false	0.0026	4650822,5674788	ok	-53.96	6.00	280.96
GCF_002101885.1__GCF_001021505.1	GCF_002101885.1	GCF_001021505.1	0	23	0.00000	0.48980	0.48980	24	24	0	0.6667	18	0.4103	49	18	0	false	0.0000		ok	0	23	0.00000	0.48980	0.48980	24	24	0	0.4643	13	0.4103	49	18	0	false	0.0000		ok	-1.00	9.00	15.00
GCA_902570125.1__GCA_902524115.1	GCA_902570125.1	GCA_902524115.1	0	11	0.00000	0.19355	0.19355	12	12	0	0.7959	39	0.7925	62	0	0	false	0.0092		ok	0	11	0.00000	0.19355	0.19355	12	12	0	0.8913	41	0.7925	62	0	0	false	0.0092		ok	-4.00	10.00	5.00
GCF_001514305.1__GCF_008704715.1	GCF_001514305.1	GCF_008704715.1	1	53	0.00552	0.33149	0.33149	60	60	0	0.7500	135	0.7166	181	30	0	false	0.0009	5052063	ok	0	53	0.00000	0.33149	0.33149	60	60	0	1.0000	141	0.7166	181	30	0	false	0.0009		ok	8.00	45.00	0.00
GCF_004795035.1__GCF_008042275.1	GCF_004795035.1	GCF_008042275.1	3	68	0.01389	0.31481	0.31481	68	68	0	0.7184	148	0.6866	216	56	0	false	0.0016	1585632,4123444,5996969	ok	4	68	0.01852	0.31481	0.31481	68	68	0	0.9812	157	0.6866	216	56	0	false	0.0016	1723396,4993376,5765066,5785287	ok	6.98	58.01	3.01
GCA_004297005.1__GCF_003730135.1	GCA_004297005.1	GCF_003730135.1	10	78	0.06897	0.48966	0.48966	71	71	0	0.6716	90	0.5000	145	9	0	false	0.0014	101393,430739,449029,470429,1611629,1984393,2429395,2511564,2571923,3027650	ok	5	78	0.03448	0.48966	0.48966	71	71	0	0.9500	95	0.5000	145	9	0	false	0.0014	61308,857321,1306041,2085470,2207511	ok	28.99	44.01	5.00
GCA_900555075.1__GCA_004554705.1	GCA_900555075.1	GCA_004554705.1	0	10	0.00000	0.35417	0.64583	17	31	0	0.6000	18	0.6970	48	3	0	false	0.0008		ok	0	10	0.00000	0.35417	0.64583	17	31	0	0.6923	18	0.6970	48	3	0	false	0.0008		ok	-10.00	12.00	8.00
GCF_019048265.1__GCF_000819785.1	GCF_019048265.1	GCF_000819785.1	0	74	0.00000	0.38462	0.61538	30	48	0	1.0000	37	0.2128	78	26	0	false	0.0007		ok	5	74	0.06410	0.38462	0.61538	30	48	0	0.4286	33	0.2128	78	26	0	false	0.0007	266361,728370,1148861,2855151,3245746	ok	30.01	0.00	43.99
GCF_008327685.1__GCF_001552135.1	GCF_008327685.1	GCF_001552135.1	0	39	0.00000	0.33071	0.66929	42	85	0	0.9620	76	0.6486	127	32	0	false	0.0002		ok	0	39	0.00000	0.33071	0.66929	42	85	0	0.6538	68	0.6486	127	32	0	false	0.0002		ok	-0.01	3.00	36.01
GCA_900550175.1__GCA_900549845.1	GCA_900550175.1	GCA_900549845.1	0	22	0.00000	0.47788	0.47788	54	54	0	0.5526	21	0.5926	113	6	0	false	0.0051		ok	0	22	0.00000	0.47788	0.47788	54	54	0	0.3333	16	0.5926	113	6	0	false	0.0051		ok	-27.01	17.00	32.00
GCA_018969105.1__GCA_017853415.1	GCA_018969105.1	GCA_017853415.1	0	13	0.00000	0.49333	0.50667	37	38	0	0.0526	1	0.4583	75	3	0	false	0.0000		ok	0	13	0.00000	0.49333	0.50667	37	38	0	0.1875	3	0.4583	75	3	0	false	0.0000		ok	-18.01	18.01	13.00
GCF_013523165.1__GCF_013373935.1	GCF_013523165.1	GCF_013373935.1	1	19	0.02000	0.46000	0.54000	23	27	0	0.7778	14	0.4242	50	35	0	false	0.0000	2828344	ok	2	19	0.04000	0.46000	0.54000	23	27	0	0.3793	11	0.4242	50	35	0	false	0.0000	631531,3824446	ok	-3.00	4.00	18.00
GCA_017554455.1__GCA_017438865.1	GCA_017554455.1	GCA_017438865.1	0	6	0.00000	0.28000	0.72000	7	18	0	0.4167	5	0.5385	25	10	0	false	0.0000		ok	0	6	0.00000	0.28000	0.72000	7	18	0	0.7500	6	0.5385	25	10	0	false	0.0000		ok	-3.00	7.00	2.00
GCF_002210425.1__GCF_000146505.1	GCF_002210425.1	GCF_000146505.1	24	93	0.05333	0.49778	0.50222	224	226	0	0.9822	441	0.8106	450	14	0	false	0.0162	11038,52607,350549,406849,434776,451791,504499,653862,1071073,1200179,1246686,1272792,1294421,1360103,1882246,2473771,2945500,3051584,3061520,3091726,3288954,3440009,3655991,3791821	ok	23	93	0.05111	0.49778	0.50222	224	226	0	0.9977	439	0.8106	450	14	0	false	0.0162	8537,63678,77335,110480,160068,439434,492189,549576,568548,749923,846690,885910,986380,1142414,2222125,2437281,2523397,2765226,3079395,3144587,3169593,3300717,3387884	ok	84.00	7.99	1.01
GCA_017381515.1__GCA_900769535.1	GCA_017381515.1	GCA_900769535.1	0	7	0.00000	0.46667	0.53333	14	16	0	0.2727	3	0.4615	30	22	0	false	0.0020		ok	0	7	0.00000	0.46667	0.53333	14	16	0	0.5000	4	0.4615	30	22	0	false	0.0020		ok	-5.00	8.00	4.00
GCA_003248755.1__GCF_900102265.1	GCA_003248755.1	GCF_900102265.1	1	39	0.01852	0.42593	0.57407	23	31	0	0.1429	7	0.2353	54	4	0	false	0.0008	818345	ok	0	39	0.00000	0.42593	0.57407	23	31	0	1.0000	14	0.2353	54	4	0	false	0.0008		ok	-2.99	41.99	0.00
GCA_003280515.1__GCA_003278765.1	GCA_003280515.1	GCA_003278765.1	1	21	0.00917	0.32110	0.67890	35	74	0	0.8765	71	0.7717	109	3	0	false	0.0059	956589	ok	1	21	0.00917	0.32110	0.67890	35	74	0	0.8171	67	0.7717	109	3	0	false	0.0059	853101	ok	-4.00	10.00	15.00
GCA_017940415.1__GCA_902794095.1	GCA_017940415.1	GCA_902794095.1	0	10	0.00000	0.30612	0.69388	15	34	0	0.7941	27	0.7436	49	0	0	false	0.0008		ok	0	10	0.00000	0.30612	0.69388	15	34	0	0.8235	28	0.7436	49	0	0	false	0.0008		ok	-3.00	7.00	6.00
GCF_008704515.1__GCA_014655195.1	GCF_008704515.1	GCA_014655195.1	0	41	0.00000	0.46970	0.53030	93	105	0	1.0000	156	0.7919	198	30	0	false	0.0017		ok	0	41	0.00000	0.46970	0.53030	93	105	0	0.7665	151	0.7919	198	30	0	false	0.0017		ok	-5.00	0.00	46.00
GCF_001570485.1__GCA_900637135.1	GCF_001570485.1	GCA_900637135.1	5	47	0.01880	0.34962	0.34962	93	93	0	0.8340	221	0.8253	266	14	0	false	0.0045	552290,553762,2260492,2358675,4349233	ok	3	47	0.01128	0.34962	0.34962	93	93	0	0.9956	225	0.8253	266	14	0	false	0.0045	1553868,1631331,4493047	ok	2.02	43.99	0.99
GCF_003943515.1__GCF_001078705.1	GCF_003943515.1	GCF_001078705.1	0	36	0.00000	0.28571	0.71429	8	20	0	0.7778	21	0.1220	28	12	0	false	0.0000		ok	0	36	0.00000	0.28571	0.71429	8	20	0	1.0000	19	0.1220	28	12	0	false	0.0000		ok	30.00	6.00	0.00
GCA_009697485.1__GCF_000220175.1	GCA_009697485.1	GCF_000220175.1	0	5	0.00000	0.50000	0.50000	3	3	0	0.0000	0	0.0000	6	3	0	false	0.0000		ok	0	5	0.00000	0.50000	0.50000	3	3	0	0.0000	0	0.0000	6	3	0	false	0.0000		ok			
GCF_017168255.1__GCA_900114805.1	GCF_017168255.1	GCA_900114805.1	3	11	0.01172	0.50000	0.50000	128	128	0	0.9960	251	0.9575	256	5	0	false	0.0082	2084826,2145778,2193398	ok	3	11	0.01172	0.50000	0.50000	128	128	0	0.9843	251	0.9575	256	5	0	false	0.0082	357214,444282,471034	ok	5.99	1.01	4.00
GCF_015565955.1__GCA_002313585.1	GCF_015565955.1	GCA_002313585.1	0	28	0.00000	0.43750	0.43750	42	42	0	1.0000	69	0.7083	96	7	0	false	0.0082		ok	1	28	0.01042	0.43750	0.43750	42	42	0	0.6632	63	0.7083	96	7	0	false	0.0082	3152775	ok	-3.99	0.00	31.99
GCF_900109955.1__GCF_014656375.1	GCF_900109955.1	GCF_014656375.1	0	17	0.00000	0.36364	0.36364	12	12	0	1.0000	24	0.5278	33	2	0	false	0.0003		ok	1	17	0.03030	0.36364	0.36364	12	12	0	0.7097	22	0.5278	33	2	0	false	0.0003	1014075	ok	8.00	0.00	9.00
GCF_001679925.1__GCF_000473325.1	GCF_001679925.1	GCF_000473325.1	8	50	0.07547	0.48113	0.48113	51	51	0	0.5842	59	0.5413	106	30	0	false	0.0019	1197957,1614928,1703088,2032097,2597171,2916192,4324640,4365493	ok	5	50	0.04717	0.48113	0.48113	51	51	0	1.0000	67	0.5413	106	30	0	false	0.0019	68362,1146477,1771260,4555251,5060859	ok	8.01	41.99	0.00
GCF_000773965.1__GCF_900068845.1	GCF_000773965.1	GCF_900068845.1	0	13	0.00000	0.27941	0.27941	19	19	0	0.7119	42	0.7869	68	11	0	false	0.0009		ok	0	13	0.00000	0.27941	0.27941	19	19	0	0.9600	48	0.7869	68	11	0	false	0.0009		ok	-6.00	17.00	2.00
GCF_013347965.1__GCF_002843605.1	GCF_013347965.1	GCF_002843605.1	7	26	0.12500	0.25000	0.75000	14	42	0	1.0000	56	0.6232	56	39	0	true	0.0003	1043680,1790534,1919671,2202534,3853369,4113057,5581469	ok	8	26	0.14286	0.25000	0.75000	14	42	0	1.0000	56	0.6232	56	39	0	true	0.0003	1374569,2917869,3023139,5375072,5807755,6278634,6355238,6579799	ok	26.00	0.00	0.00
GCA_004124465.1__GCA_002329125.1	GCA_004124465.1	GCA_002329125.1	0	28	0.00000	0.44693	0.55307	80	99	0	0.7768	87	0.7778	179	1	0	false	0.0131		ok	0	28	0.00000	0.44693	0.55307	80	99	0	0.7679	86	0.7778	179	1	0	false	0.0131		ok	-22.99	25.00	25.99
GCF_001512285.1__GCF_000526335.1	GCF_001512285.1	GCF_000526335.1	15	46	0.04854	0.33333	0.33333	103	103	0	1.0000	308	0.8598	309	30	0	false	0.0056	89316,550568,773721,1211455,1595007,1950720,2308783,2547217,2976902,3653413,4060131,4080691,4380747,4704265,4812227	ok	9	46	0.02913	0.33333	0.33333	103	103	0	0.9967	301	0.8598	309	30	0	false	0.0056	69239,224842,1036095,1350789,1741081,2853480,3251975,3703313,4206115	ok	45.00	0.00	1.00
GCA_017962225.1__GCA_017538995.1	GCA_017962225.1	GCA_017538995.1	0	30	0.00000	0.49254	0.50746	66	68	0	0.4531	29	0.6203	134	9	0	false	0.0027		ok	0	30	0.00000	0.49254	0.50746	66	68	0	0.5312	34	0.6203	134	9	0	false	0.0027		ok	-35.01	35.00	30.01
GCA_905221195.1__GCA_905221035.1	GCA_905221195.1	GCA_905221035.1	0	31	0.00000	0.38750	0.61250	62	98	0	0.9706	132	0.8025	160	13	0	false	0.0036		ok	0	31	0.00000	0.38750	0.61250	62	98	0	0.8707	128	0.8025	160	13	0	false	0.0036		ok	7.99	4.00	19.01
GCF_003070885.1__GCF_000421565.1	GCF_003070885.1	GCF_000421565.1	0	20	0.00000	0.42222	0.57778	19	26	0	0.9615	25	0.5556	45	10	0	false	0.0003		ok	0	20	0.00000	0.42222	0.57778	19	26	0	0.5455	24	0.5556	45	10	0	false	0.0003		ok	-1.00	1.00	20.00
GCA_902599045.1__GCA_902557145.1	GCA_902599045.1	GCA_902557145.1	0	18	0.00000	0.25806	0.25806	40	40	0	0.9562	131	0.8800	155	0	0	false	0.0241		ok	0	18	0.00000	0.25806	0.25806	40	40	0	0.8966	130	0.8800	155	0	0	false	0.0241		ok	-2.99	6.00	14.99
GCA_001896555.1__GCA_018436855.1	GCA_001896555.1	GCA_018436855.1	1	28	0.00962	0.50000	0.50000	52	52	0	0.8136	48	0.6364	104	8	0	false	0.0011	1970215	ok	1	28	0.00962	0.50000	0.50000	52	52	0	0.6866	46	0.6364	104	8	0	false	0.0011	2012192	ok	-3.99	11.00	21.00
GCA_902610675.1__GCA_902546375.1	GCA_902610675.1	GCA_902546375.1	0	0	0.00000	0.47059	0.52941	8	9	0	0.8889	8	1.0000	17	0	0	false	0.0012		ok	0	0	0.00000	0.47059	0.52941	8	9	0	0.8889	8	1.0000	17	0	0	false	0.0012		ok	-2.00	1.00	1.00
GCF_003666015.1__GCF_000337335.1	GCF_003666015.1	GCF_000337335.1	9	80	0.02804	0.48598	0.51402	156	165	0	0.9424	262	0.7546	321	18	0	false	0.0075	1594455,1663550,2048455,2073241,2087951,2167968,2250309,2484607,2939498	ok	10	80	0.03115	0.48598	0.51402	156	165	0	0.8776	258	0.7546	321	18	0	false	0.0075	285335,824933,1704690,1718688,1785030,2461012,2490388,2994417,3229797,3250863	ok	28.00	16.01	35.98
GCA_017964255.1__GCA_017633255.1	GCA_017964255.1	GCA_017633255.1	0	34	0.00000	0.47170	0.52830	50	56	0	0.3733	28	0.5526	106	9	0	false	0.0029		ok	0	34	0.00000	0.47170	0.52830	50	56	0	0.9070	39	0.5526	106	9	0	false	0.0029		ok	-17.01	47.01	4.00
