pairid	q_acc	r_acc	band	split	anim_ani	af_tier	stratum	query	reference	ani	ani_uniform	af_query	af_reference	std_err	ani_cal	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate	ani_upper95	skani_ani	skani_align_frac	fastani_ani	fastani_mapped	fastani_total
GCA_002396305.1__GCA_902770955.1	GCA_002396305.1	GCA_902770955.1	97-100	train	98.4	strict		DGVA01000036.1	CACXVC010000001.1	99.1118	99.194	0.7212	0.7151	0.02761	98.2066	148	0.9681	110	0.807	0.951	98.9965	99.2536	0.1856	1.15	AlfI:99.17,AloI:99.35,BcgI:99.18,FalI:99.20	3776	148	3705	89	23.5878	ok	99.1118	gamma	99.0984	98.63	74.22	98.2507	666	921
GCA_002396855.1__GCA_002400165.1	GCA_002396855.1	GCA_002400165.1	97-100	test	99.46	strict		DGZA01000027.1	DHFA01000041.1	99.5307	99.6236	0.6186	0.7997	0.02614	98.6522	112	0.9587	73	0.146	0.9772	99.5308	99.6482	0.0646	0.23	AlfI:99.64,AloI:99.67,BcgI:99.61,FalI:99.61	1887	112	1865	60	16.125	ok	99.5307	gamma	99.6305	99.36	88.48	98.925	461	701
GCA_002396905.1__GCA_002397125.1	GCA_002396905.1	GCA_002397125.1	97-100	train	99.87	strict		DGZB01000008.1	DGZO01000088.1	99.8999	99.9215	0.7887	0.7845	0.0103	99.3168	151	0.982	41	0.07	0.9952	99.7843	99.9574	0.0902	3.42	AlfI:99.90,AloI:99.97,BcgI:99.94,FalI:99.88	2547	151	2487	69	15.7748	ok	99.8999	gamma	99.842	99.48	89.06	99.5527	670	760
GCA_002396905.1__GCA_002427175.1	GCA_002396905.1	GCA_002427175.1	97-100	train	99.82	strict		DGZB01000008.1	DIQD01000071.1	99.8024	99.866	0.7564	0.7151	0.01375	99.0228	162	0.9732	58	0.07	0.9917	99.6612	99.92	0.079	1.27	AlfI:99.88,AloI:99.91,BcgI:99.85,FalI:99.83	2466	162	2402	74	13.9938	ok	99.8024	gamma	99.7356	99.48	81.88	99.4815	634	760
GCA_002397945.1__GCA_012515675.1	GCA_002397945.1	GCA_012515675.1	97-100	train	98.52	strict		DHBR01000043.1	JAAYXW010000040.1	98.8304	99.0927	0.6268	0.5865	0.0489	97.6143	111	0.9746	28	0.355	0.9444	98.7435	99.2049	0.2402	1.38	AlfI:99.17,AloI:99.05,BcgI:99.17,FalI:98.93	1431	111	1379	36	10.6937	ok	98.8304	gamma	98.9251	98.21	76.89	98.0561	308	402
GCA_002397945.1__GCA_019137035.1	GCA_002397945.1	GCA_019137035.1	97-100	train	98.31	strict		DHBR01000043.1	JAGVTB010000041.1	98.7335	99.1019	0.6216	0.6037	0.04914	97.6391	115	0.9681	34	0.251	0.945	98.6921	99.2347	0.0684	0.09	AlfI:99.14,AloI:99.12,BcgI:99.08,FalI:99.11	1369	115	1359	38	9.97391	ok	98.7335	gamma	98.8778	98.15	77.58	97.9292	300	402
GCA_002398185.1__GCA_002424445.1	GCA_002398185.1	GCA_002424445.1	97-100	test	99.54	strict		DHCL01000156.1	DIRX01000013.1	99.7035	99.8072	0.508	0.5501	0.02319	97.9886	111	0.9856	12	0.07	0.9883	99.5852	99.8661	0.1649	2.81	AlfI:99.70,AloI:99.72,BcgI:99.86,FalI:99.86	1385	111	1232	25	8.37838	ok	99.7035	gamma	99.6989	99.01	74.54	98.9098	515	702
GCA_002398265.1__GCA_002424085.1	GCA_002398265.1	GCA_002424085.1	97-100	train	99.02	strict		DHCQ01000074.1	DIPQ01000030.1	99.1603	99.5848	0.7474	0.8642	0.026	98.9452	72	0.9915	17	0.07	0.9748	99.1554	99.7058	0.0984	0.33	AlfI:99.58,AloI:99.51,BcgI:99.59,FalI:99.61	2100	72	2178	108	28.4722	ok	99.1603	gamma	99.2783	98.86	88.04	98.8301	609	766
GCA_002398805.1__GCA_002427175.1	GCA_002398805.1	GCA_002427175.1	97-100	train	99.64	strict		DHBC01000035.1	DIQD01000071.1	99.7507	99.8408	0.6857	0.677	0.01517	98.7731	189	0.9851	30	0.07	0.9902	99.5982	99.9051	0.0901	1.94	AlfI:99.89,AloI:99.85,BcgI:99.82,FalI:99.80	2440	189	2350	52	11.4815	ok	99.7507	gamma	99.6802	99	81.02	99.2196	610	748
GCA_002400245.1__GCA_002427335.1	GCA_002400245.1	GCA_002427335.1	97-100	train	98.87	verylow-AF		DHFE01000020.1	DIQR01000127.1	99.8454	99.8454	0.0079	0.0062	0.15444	95.2213	1	1	0	inf	0.9908	99.9999	99.8079	0.5207	0.01	AlfI:100.00,BcgI:99.48,FalI:100.00	30	1	21	21	21	ok	99.8454	uniform	100					
GCA_002403185.1__GCA_017999775.1	GCA_002403185.1	GCA_017999775.1	97-100	train	97.77	strict		DHHH01000028.1	JAGNLD010000007.1	97.938	98.2239	0.8548	0.8038	0.07388	97.6911	59	0.9961	4	1.14	0.8845	97.7841	98.4378	0.4597	1.68	AlfI:98.07,AloI:98.42,BcgI:98.12,FalI:97.97	1123	59	1299	62	18.3729	ok	97.938	gamma	98.0099	97.6	84.22	97.6928	331	352
GCA_002403255.1__GCA_003543575.1	GCA_002403255.1	GCA_003543575.1	97-100	train	99.37	strict		DHHL01000123.1	DMZY01000160.1	99.8124	99.853	0.4638	0.5889	0.01981	98.0957	156	0.942	64	0.07	0.9911	99.7602	99.878	0.1477	1.19	AlfI:99.89,AloI:99.75,BcgI:99.89,FalI:99.84	1507	156	1304	19	7.66026	ok	99.8124	gamma	99.8428	99.68	91.8	98.8924	360	620
GCA_002405135.1__GCA_002431265.1	GCA_002405135.1	GCA_002431265.1	97-100	train	99.56	strict		DHLD01000016.1	DJEC01000089.1	99.9192	99.9226	0.8271	0.8883	0.00967	99.6033	109	0.9663	90	0.161	0.9953	99.8903	99.9306	0.0869	1.94	AlfI:99.90,AloI:99.86,BcgI:99.94,FalI:99.94	2714	109	2711	88	24.6514	ok	99.9192	gamma	99.9291	99.8	94.33	99.6337	451	567
GCA_002405135.1__GCA_002476685.1	GCA_002405135.1	GCA_002476685.1	97-100	train	99.85	strict		DHLD01000016.1	DLLN01000050.1	99.9248	99.9296	0.8745	0.9538	0.00909	99.8177	58	0.9855	40	0.092	0.9957	99.9112	99.9341	0.0597	0.77	AlfI:99.93,AloI:99.88,BcgI:99.94,FalI:99.92	2776	58	2788	237	47.7414	ok	99.9248	gamma	99.9452	99.92	98.01	99.8308	482	567
GCA_002407765.1__GCA_002426185.1	GCA_002407765.1	GCA_002426185.1	97-100	train	99.72	strict		DHOJ01000033.1	DIOM01000011.1	99.73	99.7947	0.9131	0.874	0.0174	99.5891	64	1	0	0.07	0.9875	99.7117	99.8175	0.0809	1.06	AlfI:99.76,AloI:99.80,BcgI:99.84,FalI:99.78	2350	64	2390	340	36.4219	ok	99.73	gamma	99.7806	99.63	91.19	99.562	614	638
GCA_002408625.1__GCA_018054665.1	GCA_002408625.1	GCA_018054665.1	97-100	test	97.16	low-AF		DHTK01000081.1	JAGPJC010000206.1	97.9795	98.6786	0.3473	0.4844	0.05651	96.2696	136	0.9775	23	0.321	0.919	97.9276	98.9647	0.234	0.58	AlfI:98.75,AloI:98.64,BcgI:98.67,FalI:98.51	1557	136	1558	29	8.34559	ok	97.9795	gamma	98.1275	96.86	64.97	95.7431	270	594
GCA_002412085.1__GCA_002505115.1	GCA_002412085.1	GCA_002505115.1	97-100	train	99.83	strict		GG745544.1	DAUL01000037.1	99.7528	99.8414	0.7099	0.7313	0.02718	98.8915	56	0.9732	18	0.07	0.9904	99.589	99.911	0.1395	0.71	AlfI:99.88,AloI:99.75,BcgI:99.89,FalI:99.82	799	56	765	37	12.6786	ok	99.7528	gamma	99.7302	99.61	86.83	99.6127	207	269
GCA_002413445.1__GCA_902564855.1	GCA_002413445.1	GCA_902564855.1	97-100	test	99.51	strict		DHXB01000062.1	CACFCX010000001.1	99.5748	99.6936	0.6621	0.7578	0.02355	98.7484	149	0.9938	10	0.094	0.9815	99.5474	99.7326	0.1638	2.73	AlfI:99.80,AloI:99.69,BcgI:99.69,FalI:99.63	1897	149	1905	33	11.8054	ok	99.5748	gamma	99.6446	98.96	86.4	99.0796	430	571
GCA_002413545.1__GCA_012964995.1	GCA_002413545.1	GCA_012964995.1	97-100	train	99.54	strict		DHXE01000116.1	DTTE01000001.1	99.792	99.8121	0.6928	0.6392	0.01432	98.6899	231	0.967	93	0.178	0.9885	99.7519	99.8279	0.0861	1.2	AlfI:99.81,AloI:99.84,BcgI:99.83,FalI:99.75	3283	231	3085	80	12.7879	ok	99.792	gamma	99.8081	99.27	75.63	99.0053	786	1008
GCA_002414925.1__GCA_002694475.1	GCA_002414925.1	GCA_002694475.1	97-100	train	99.97	strict		DIBG01000004.1	NZMF01000005.1	99.9812	99.9824	0.9709	0.8863	0.00312	99.7551	82	0.9876	74	0.07	0.9989	99.9278	99.9959	0.0071	0.25	AlfI:99.99,AloI:99.98,BcgI:99.98,FalI:99.98	6026	82	5902	373	72.8659	ok	99.9812	gamma	99.9494	99.98	89.22	99.9437	1286	1336
GCA_002415645.1__GCA_002480445.1	GCA_002415645.1	GCA_002480445.1	97-100	train	99.04	strict		DHZY01000059.1	DLCE01000012.1	99.3326	99.4867	0.8004	0.8804	0.01578	98.9122	211	0.9812	122	0.202	0.969	99.2578	99.5474	0.0401	0.16	AlfI:99.49,AloI:99.46,BcgI:99.49,FalI:99.45	6626	211	6875	184	31.1374	ok	99.3326	gamma	99.3237	98.98	91.18	98.8487	931	1161
GCA_002417865.1__GCA_002418135.1	GCA_002417865.1	GCA_002418135.1	97-100	train	99.88	strict		DICY01000012.1	DIDM01000048.1	99.976	99.976	0.8383	0.8303	0.008	99.5697	56	0.9908	11	inf	0.9985	99.9339	99.9866	0.0321	0.12	AlfI:99.98,AloI:100.00,BcgI:99.98,FalI:99.97	1261	56	1255	203	22.125	ok	99.976	uniform	99.974	99.84	89.11	99.8466	315	357
GCA_002418405.1__GCA_018372615.1	GCA_002418405.1	GCA_018372615.1	97-100	train	98.73	strict		DIDZ01000029.1	JAHAIR010000081.1	98.8853	99.1128	0.8532	0.8892	0.02865	98.7825	138	0.971	108	0.392	0.9458	98.7606	99.2292	0.2234	2.22	AlfI:99.24,AloI:99.15,BcgI:99.02,FalI:99.09	3821	138	4072	128	27.1812	ok	98.8853	gamma	98.8677	98.64	92.44	98.454	1318	1517
GCA_002420065.1__GCA_003529165.1	GCA_002420065.1	GCA_003529165.1	97-100	train	99.49	strict		DIHH01000124.1	DOJP01000096.1	99.8149	99.8921	0.6124	0.637	0.01238	98.5711	193	0.9694	62	0.07	0.9934	99.5652	99.9751	0.0664	1.07	AlfI:99.92,AloI:99.86,BcgI:99.89,FalI:99.87	2528	193	2352	61	11.1658	ok	99.8149	gamma	99.651	99.04	73.29	98.8466	440	606
GCA_002420405.1__GCA_002687415.1	GCA_002420405.1	GCA_002687415.1	97-100	train	99.99	strict		DIHW01000048.1	NZAD01000001.1	99.99	99.9902	0.9076	0.8506	0.00398	99.8344	129	0.9979	4	0.07	0.9994	99.9759	99.9939	0.025	0.43	AlfI:100.00,AloI:100.00,BcgI:99.97,FalI:99.99	2095	129	2062	58	16.0465	ok	99.99	gamma	99.9934	99.96	91.67	99.961	482	490
GCA_002420865.1__GCA_900547885.1	GCA_002420865.1	GCA_900547885.1	97-100	train	98.21	strict		DIIX01000001.1	URIL01000001.1	98.6329	98.6626	0.7565	0.7979	0.0316	98.0173	238	0.9481	224	4.046	0.9179	98.7256	98.6397	0.1426	0.76	AlfI:98.67,AloI:98.67,BcgI:98.70,FalI:98.55	4427	238	4705	112	18.1765	ok	98.6329	gamma	98.8249	98.1	87.3	97.8623	599	883
GCA_002425115.1__GCA_002433925.1	GCA_002425115.1	GCA_002433925.1	97-100	train	99.98	strict		DILQ01000003.1	DJJB01000004.1	99.9999	99.9999	0.9728	0.9696	0.49936	99.3311	23	0.9931	9	inf	1	99.9999	99.9999	0	0	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	1313	23	1311	144	57	ok	99.9999	uniform	100	99.94	98.39	99.9263	277	285
GCA_002425625.1__GCF_003086915.1	GCA_002425625.1	GCF_003086915.1	97-100	train	97.11	strict		DIMP01000018.1	NZ_CP026002.1	97.8521	98.1993	0.8667	0.8322	0.02618	97.4096	258	0.9962	31	1.014	0.8862	97.656	98.4533	0.2608	2.41	AlfI:98.17,AloI:98.43,BcgI:98.18,FalI:98.29	8624	258	10046	217	32.8605	ok	97.8521	gamma	97.7369	97.47	79.36	97.1051	1208	1326
GCA_002428535.1__GCA_003454985.1	GCA_002428535.1	GCA_003454985.1	97-100	test	97.95	low-AF		DIWX01000085.1	DMSS01000112.1	98.4694	98.5671	0.484	0.6329	0.04487	96.9726	213	0.9377	143	1.781	0.9111	98.4558	98.6103	0.1552	0.74	AlfI:98.66,AloI:98.64,BcgI:98.50,FalI:98.58	2525	213	2609	44	11.1127	ok	98.4694	gamma	98.5984	97.19	72.71	96.7108	338	678
GCA_002428535.1__GCA_018433905.1	GCA_002428535.1	GCA_018433905.1	97-100	test	97.45	strict		DIWX01000085.1	JAHDQH010000201.1	98.203	98.329	0.7594	0.5606	0.04065	97.0572	185	0.9713	93	1.968	0.8954	98.1379	98.4099	0.2956	2.05	AlfI:98.49,AloI:98.20,BcgI:98.31,FalI:98.25	3480	185	3804	87	18.027	ok	98.203	gamma	98.2635	96.84	60.15	96.9683	536	678
GCA_002430065.1__GCA_017857325.1	GCA_002430065.1	GCA_017857325.1	97-100	test	99.01	strict		DJBO01000051.1	JAFMDJ010000019.1	99.2283	99.2728	0.7228	0.6703	0.02827	98.3295	247	0.9826	46	0.945	0.9561	99.242	99.2813	0.0436	0.04	AlfI:99.28,AloI:99.29,BcgI:99.27,FalI:99.25	3038	247	3059	55	11.4939	ok	99.2283	gamma	99.341	98.75	76.39	98.5754	493	621
GCA_002430565.1__GCA_003455755.1	GCA_002430565.1	GCA_003455755.1	97-100	train	99.89	strict		DJCO01000036.1	DMQI01000195.1	99.9131	99.9358	0.5925	0.5912	0.00815	98.5128	283	0.9672	93	0.07	0.9961	99.7412	99.9845	0.0424	0.73	AlfI:99.95,AloI:99.91,BcgI:99.93,FalI:99.95	3314	283	3171	46	10.7032	ok	99.9131	gamma	99.7981	99.2	70.4	99.139	611	888
GCA_002431195.1__GCA_002708035.1	GCA_002431195.1	GCA_002708035.1	97-100	train	99.52	low-AF		DJDV01000014.1	PAOM01000001.1	99.3812	99.7482	0.4364	0.9031	0.01358	98.3577	88	0.9961	17	0.07	0.9848	99.1419	99.9053	0.1225	2.73	AlfI:99.77,AloI:99.74,BcgI:99.73,FalI:99.85	4447	88	4596	257	50.1136	ok	99.3812	gamma	99.2273	99.65	91.12	99.254	667	1481
GCA_002431265.1__GCA_002476685.1	GCA_002431265.1	GCA_002476685.1	97-100	train	99.58	strict		DJEC01000089.1	DLLN01000050.1	99.9271	99.9271	0.8606	0.8747	0.00949	99.6694	122	0.992	20	inf	0.9956	99.8754	99.9399	0.0594	1.29	AlfI:99.90,AloI:99.96,BcgI:99.94,FalI:99.93	2649	122	2652	88	21.3934	ok	99.9271	uniform	99.9174	99.82	93.25	99.7312	432	485
GCA_002431505.1__GCA_003488365.1	GCA_002431505.1	GCA_003488365.1	97-100	test	99.89	strict		DJFK01000011.1	DNMC01000408.1	99.9738	99.975	0.65	0.8119	0.00399	99.2736	406	0.9213	393	0.07	0.9985	99.9473	99.9817	0.0365	0.82	AlfI:99.97,AloI:99.94,BcgI:99.98,FalI:99.97	5201	406	5021	64	12.3325	ok	99.9738	gamma	99.9669	99.86	94.44	99.2618	871	1393
GCA_002433445.1__GCA_002719855.1	GCA_002433445.1	GCA_002719855.1	97-100	train	99.98	strict		DJID01000005.1	PBFA01000010.1	99.9904	99.9904	0.781	0.8269	0.00427	99.4496	79	0.9971	5	inf	0.9994	99.9905	99.9904	0.0155	0.03	AlfI:99.99,AloI:100.00,BcgI:100.00,FalI:99.98	1819	79	1746	97	22.5823	ok	99.9904	uniform	99.9995	99.96	84.23	99.8074	454	544
GCA_002435455.1__GCA_002438765.1	GCA_002435455.1	GCA_002438765.1	97-100	train	98.77	strict		DJMT01000065.1	DJQP01000052.1	99.1114	99.2422	0.6402	0.8267	0.03559	98.3843	116	0.9839	30	0.487	0.954	98.9841	99.319	0.3178	1.96	AlfI:99.13,AloI:99.45,BcgI:99.27,FalI:99.27	2024	116	2097	58	16.8534	ok	99.1114	gamma	99.1195	98.77	90.33	98.7347	349	528
GCA_002436715.1__GCA_002477875.1	GCA_002436715.1	GCA_002477875.1	97-100	test	99.11	strict		DJNF01000005.1	DLKX01000010.1	99.0859	99.5546	0.927	0.8429	0.04068	99.2819	28	0.9822	15	0.086	0.9731	99	99.7044	0.279	2.21	AlfI:99.61,AloI:99.75,BcgI:99.47,FalI:99.73	891	28	917	102	30.5714	ok	99.0859	gamma	99.2001	99.26	87.49	99.3539	248	269
GCA_002438115.1__GCA_003532415.1	GCA_002438115.1	GCA_003532415.1	97-100	train	97.76	strict		DJSS01000050.1	DOFF01000243.1	98.7008	98.7985	0.5218	0.6242	0.04753	97.258	170	0.9287	128	1.044	0.9265	98.8602	98.7784	0.1017	0.22	AlfI:98.82,AloI:98.87,BcgI:98.84,FalI:98.76	2020	170	1997	55	10.8118	ok	98.7008	gamma	99.0074	98.19	77.56	97.4725	373	670
GCA_002438765.1__GCA_002439715.1	GCA_002438765.1	GCA_002439715.1	97-100	train	98.65	strict		DJQP01000052.1	DJPD01000013.1	99.2457	99.3134	0.7714	0.7188	0.03478	98.509	123	0.9638	65	0.65	0.9584	99.1846	99.3504	0.1761	0.91	AlfI:99.30,AloI:99.44,BcgI:99.27,FalI:99.38	1928	123	1958	55	15.0813	ok	99.2457	gamma	99.3117	98.93	80.65	98.804	328	425
GCA_002440075.1__GCA_002451815.1	GCA_002440075.1	GCA_002451815.1	97-100	train	99.39	strict		DJRE01000024.1	DKDN01000021.1	99.6046	99.6628	0.779	0.8433	0.02406	99.1504	106	0.985	29	0.194	0.9796	99.5547	99.6938	0.0668	0.27	AlfI:99.72,AloI:99.66,BcgI:99.66,FalI:99.65	2139	106	2119	107	18.9434	ok	99.6046	gamma	99.6464	99.47	94.81	99.418	541	656
GCA_002450435.1__GCA_002500965.1	GCA_002450435.1	GCA_002500965.1	97-100	train	99.71	strict		DJZI01000052.1	DLTP01000028.1	99.7398	99.7493	0.5971	0.7941	0.02597	98.7479	106	0.9873	14	0.376	0.9848	99.7774	99.742	0.0521	0.26	AlfI:99.76,AloI:99.77,BcgI:99.72,FalI:99.77	1269	106	1259	78	11.283	ok	99.7398	gamma	99.858	99.2	87.62	99.28	293	436
GCA_002450765.1__GCA_003483585.1	GCA_002450765.1	GCA_003483585.1	97-100	train	99.72	strict		DKAG01000085.1	DMYS01000276.1	99.7915	99.8019	0.5257	0.6621	0.018	98.3984	211	0.9436	103	0.355	0.9879	99.7354	99.8191	0.0894	1.18	AlfI:99.81,AloI:99.88,BcgI:99.79,FalI:99.79	2236	211	2043	29	9.16588	ok	99.7915	gamma	99.8061	99.55	87.33	98.8149	407	698
GCA_002450845.1__GCA_003525265.1	GCA_002450845.1	GCA_003525265.1	97-100	train	99.95	strict		DKAP01000024.1	DQFJ01000293.1	99.9846	99.9846	0.4431	0.5663	0.00581	98.1999	206	0.8873	164	inf	0.9991	99.9782	99.9862	0.027	0.6	AlfI:99.97,AloI:99.97,BcgI:99.99,FalI:99.99	1864	206	1513	25	7.26699	ok	99.9846	uniform	99.9961	99.91	93.81	99.1979	484	885
GCA_002450995.1__GCA_002451215.1	GCA_002450995.1	GCA_002451215.1	97-100	train	99.39	strict		DKAW01000012.1	DKBM01000027.1	99.6509	99.7468	0.877	0.8736	0.01222	99.3896	184	0.9899	53	0.097	0.9847	99.5675	99.7915	0.0714	0.61	AlfI:99.76,AloI:99.72,BcgI:99.75,FalI:99.69	5444	184	5552	193	29.3152	ok	99.6509	gamma	99.6242	99.15	89.59	99.3218	721	815
GCA_002451285.1__GCA_903839765.1	GCA_002451285.1	GCA_903839765.1	97-100	train	99.45	strict		DKBR01000082.1	CAIMDN010000001.1	99.5162	99.536	0.9209	0.855	0.01899	99.2545	107	0.9926	30	0.831	0.972	99.5114	99.5423	0.0634	0.22	AlfI:99.52,AloI:99.48,BcgI:99.55,FalI:99.53	4157	107	4241	246	38.4299	ok	99.5162	gamma	99.58	99.35	87.45	99.2279	569	612
GCA_002452655.1__GCA_003445665.1	GCA_002452655.1	GCA_003445665.1	97-100	train	98.94	strict		DKEV01000226.1	DMCV01000092.1	99.2765	99.4829	0.6448	0.6412	0.0303	98.2016	157	0.9925	12	0.166	0.9686	99.1887	99.5673	0.0735	0.37	AlfI:99.47,AloI:99.47,BcgI:99.53,FalI:99.45	2021	157	2003	35	11.1529	ok	99.2765	gamma	99.3144	99.02	72.91	98.773	529	686
GCA_002453235.1__GCA_003538795.1	GCA_002453235.1	GCA_003538795.1	97-100	train	99.88	strict		DKGL01000013.1	DPRE01000207.1	99.9184	99.9231	0.3762	0.5038	0.01479	97.7941	170	0.9153	92	0.077	0.9953	99.9343	99.92	0.0572	0.66	AlfI:99.94,AloI:99.96,BcgI:99.90,FalI:99.92	1623	170	1241	23	6.84706	ok	99.9184	gamma	99.9741	99.78	93.15	99.0051	467	875
GCA_002453805.1__GCA_002453945.1	GCA_002453805.1	GCA_002453945.1	97-100	train	99.64	strict		DKHP01000030.1	DKHY01000021.1	99.9805	99.9817	0.9586	0.9407	0.00252	99.692	138	0.9916	77	0.07	0.9989	99.9307	99.994	0.0173	0.37	AlfI:99.98,AloI:99.99,BcgI:99.98,FalI:99.97	9247	138	9251	340	66.8333	ok	99.9805	gamma	99.9479	99.93	96.18	99.8788	1189	1256
GCA_002455845.1__GCA_002717065.1	GCA_002455845.1	GCA_002717065.1	97-100	train	99.98	strict		DKLX01000030.1	PBCN01000001.1	99.9836	99.984	0.6557	0.7425	0.00534	98.9426	91	1	0	0.07	0.999	99.9732	99.9866	0.0226	0	AlfI:100.00,AloI:100.00,BcgI:99.98,FalI:99.98	1837	91	1836	74	20.011	ok	99.9836	gamma	99.9927	99.97	80.27	99.9464	336	478
GCA_002457765.1__GCA_003523885.1	GCA_002457765.1	GCA_003523885.1	97-100	train	99.6	strict		NTKW01000001.1	DOFU01000025.1	99.741	99.7553	0.7362	0.5684	0.01725	98.4928	168	0.9564	112	0.441	0.9852	99.6539	99.7805	0.1027	1.44	AlfI:99.80,AloI:99.80,BcgI:99.73,FalI:99.70	2693	168	2681	58	15.619	ok	99.741	gamma	99.7258	99.44	60.5	98.8711	383	519
GCA_002469795.1__GCA_002690685.1	GCA_002469795.1	GCA_002690685.1	97-100	train	99.47	strict		DKNU01000104.1	NZFM01000039.1	99.0068	99.6054	0.8517	0.8192	0.01738	99.111	236	0.994	24	0.07	0.9763	98.9493	99.7813	0.1846	2.69	AlfI:99.64,AloI:99.59,BcgI:99.62,FalI:99.46	4323	236	4477	72	17.8941	ok	99.0068	gamma	99.0438	99.2	84.41	99.2761	745	823
GCA_002469955.1__GCA_003506855.1	GCA_002469955.1	GCA_003506855.1	97-100	train	99.45	strict		DKOQ01000062.1	DNYA01000057.1	99.7917	99.8546	0.5204	0.4958	0.02217	97.9119	89	0.9679	28	0.07	0.9912	99.6707	99.9023	0.1179	1.39	AlfI:99.80,AloI:99.87,BcgI:99.84,FalI:99.91	1069	89	1003	29	10.4831	ok	99.7917	gamma	99.7814	99.66	65.34	99.2108	213	356
GCA_002470035.1__GCA_900299445.1	GCA_002470035.1	GCA_900299445.1	97-100	train	99.97	strict		DKMR01000070.1	OMJX01000001.1	99.9735	99.9739	0.7656	0.7223	0.00723	99.2338	168	0.9977	3	0.07	0.9984	99.981	99.972	0.0215	0.83	AlfI:99.99,AloI:99.98,BcgI:99.97,FalI:99.97	1785	168	1733	27	8.85714	ok	99.9735	gamma	99.9966	99.96	90.98	99.9475	848	860
GCA_002471725.1__GCA_002686325.1	GCA_002471725.1	GCA_002686325.1	97-100	test	99.95	strict		DKQN01000021.1	NZBY01000001.1	99.9802	99.9802	0.6394	0.7837	0.00659	99.0681	128	1	0	inf	0.9988	99.9353	99.9917	0.04	0.39	AlfI:99.98,AloI:99.95,BcgI:99.98,FalI:99.99	1531	128	1535	47	11.6484	ok	99.9802	uniform	99.9718	99.94	87.84	99.9677	326	450
GCA_002472155.1__GCA_902790945.1	GCA_002472155.1	GCA_902790945.1	97-100	train	97.61	strict		DKRI01000063.1	CADATU010000001.1	98.3761	98.9063	0.7508	0.8073	0.02545	98.0172	199	0.9771	124	0.294	0.9331	98.2734	99.1231	0.1211	1.2	AlfI:98.82,AloI:98.91,BcgI:98.94,FalI:98.88	5603	199	6132	138	27.5327	ok	98.3761	gamma	98.3691	97.66	81.29	97.839	660	891
GCA_002472355.1__GCA_002481925.1	GCA_002472355.1	GCA_002481925.1	97-100	train	99.8	strict		DKRT01000039.1	DLEZ01000034.1	99.9839	99.9839	0.8276	0.8863	0.00568	99.7023	83	0.9887	18	inf	0.999	99.9512	99.9924	0.0305	0.68	AlfI:99.99,AloI:100.00,BcgI:99.97,FalI:99.98	1711	83	1690	67	20.0361	ok	99.9839	uniform	99.9808	99.83	96.27	99.8205	504	569
GCA_002473005.1__GCA_016277725.1	GCA_002473005.1	GCA_016277725.1	97-100	train	99.65	strict		DKTH01000026.1	JAEHJU010000001.1	99.9525	99.953	0.7415	0.8755	0.00558	99.3915	211	0.9768	109	0.146	0.9971	99.9727	99.9483	0.0704	4.58	AlfI:99.96,AloI:99.99,BcgI:99.95,FalI:99.92	4876	211	4826	113	22.7915	ok	99.9525	gamma	99.9864	99.84	93.71	99.6848	805	1097
GCA_002473225.1__GCF_013267085.1	GCA_002473225.1	GCF_013267085.1	97-100	test	98	strict		DKTB01000012.1	NZ_JABRVB010000001.1	98.57	98.7356	0.8393	0.771	0.02214	97.7882	191	0.979	175	1.044	0.922	98.3919	98.8591	0.1018	0.68	AlfI:98.75,AloI:98.82,BcgI:98.71,FalI:98.80	8531	191	9261	236	43.6335	ok	98.57	gamma	98.4681	98.1	79.13	97.7991	1178	1432
GCA_002480055.1__GCA_905478815.1	GCA_002480055.1	GCA_905478815.1	97-100	train	99.73	strict		DLQR01000002.1	CAJQJZ010000001.1	99.9733	99.9743	0.8211	0.7083	0.00561	99.2758	178	0.9934	16	0.07	0.9984	99.9563	99.9787	0.0191	0.46	AlfI:99.96,AloI:99.96,BcgI:99.98,FalI:99.98	2685	178	2656	73	14.4551	ok	99.9733	gamma	99.9795	99.93	78.38	99.8048	574	635
GCA_002490555.1__GCA_002491645.1	GCA_002490555.1	GCA_002491645.1	97-100	train	99.99	strict		DKUF01000056.1	DKWJ01000026.1	99.9986	99.9986	0.9441	0.9371	0.00095	99.9281	75	0.997	14	inf	0.9999	99.9966	99.9991	0.0036	0.04	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	5137	75	4796	287	63.5067	ok	99.9986	uniform	99.9998	99.97	96.25	99.9651	1058	1100
GCA_002491085.1__GCA_002493585.1	GCA_002491085.1	GCA_002493585.1	97-100	test	99.87	strict		DKVG01000023.1	DKZJ01000034.1	99.8999	99.9096	0.9059	0.6417	0.01186	99.1196	54	0.9975	5	0.07	0.9945	99.8966	99.9128	0.0568	0.57	AlfI:99.92,AloI:99.94,BcgI:99.90,FalI:99.89	2071	54	2078	156	38.1667	ok	99.8999	gamma	99.9388	99.82	66.17	99.8291	406	438
