pairid	syn2b_raw_inverted_fraction	syn2b_inverted_fraction	syn2b_breakpoints	syn2b_breakpoint_density	syn2b_scj_distance	syn2b_scj_corrected	syn2b_shared_tags	syn2b_observable_fraction	q_species	r_species	same_species
GCF_000284555.1__GCF_001516305.2	0.87248	0.12752	7.0	0.00077	36.0	36.0	9042.0	1.0			
GCF_001307525.1__GCF_004637205.1	0.87245	0.12755	10.0	0.00143	20.0	20.0	6970.0	1.0			
GCF_000284555.1__GCF_003194245.1	0.87244	0.12756	20.0	0.00219	76.0	76.0	9141.0	1.0			
GCF_000284555.1__GCF_013393685.1	0.87241	0.12759	28.0	0.00304	74.0	74.0	9217.0	1.0			
GCF_000284555.1__GCF_004102665.1	0.87239	0.12761	9.0	0.001	30.0	30.0	9020.0	1.0			
GCF_000284555.1__GCF_001606045.1	0.87239	0.12761	7.0	0.00078	26.0	26.0	8996.0	1.0			
GCF_000284555.1__GCF_001548135.1	0.8723	0.1277	23.0	0.00255	66.0	66.0	9037.0	1.0			
GCF_000284555.1__GCF_003074095.1	0.87223	0.12777	22.0	0.00214	80.0	80.0	10300.0	1.0			
GCF_000284555.1__GCF_003000655.1	0.87223	0.12777	22.0	0.00214	80.0	80.0	10300.0	1.0			
GCF_000284555.1__GCF_013375915.1	0.87206	0.12794	29.0	0.00319	82.0	82.0	9098.0	1.0			
GCF_000284555.1__GCF_900070375.1	0.87199	0.12801	7.0	0.00078	26.0	26.0	8999.0	1.0			
GCF_000284555.1__GCF_016107485.1	0.87197	0.12803	7.0	0.00078	26.0	26.0	8998.0	1.0			
GCF_000284555.1__GCF_013305765.1	0.87196	0.12804	7.0	0.00078	20.0	20.0	8997.0	1.0			
GCF_000284555.1__GCF_013375855.1	0.87188	0.12812	25.0	0.00274	78.0	78.0	9124.0	1.0			
GCF_000284555.1__GCF_009676885.1	0.87169	0.12831	13.0	0.00143	42.0	42.0	9103.0	1.0			
GCF_000284555.1__GCF_001516265.1	0.87156	0.12844	25.0	0.00275	100.0	100.0	9078.0	1.0			
GCF_003812905.1__GCF_004193735.1	0.87135	0.12865	25.0	0.00273	86.0	86.0	9141.0	1.0			
GCF_000284555.1__GCF_002411865.3	0.87134	0.12866	25.0	0.00272	92.0	92.0	9179.0	1.0			
GCF_003812905.1__GCF_006364795.1	0.87126	0.12874	16.0	0.00175	94.0	94.0	9127.0	1.0			
GCF_000284555.1__GCF_002205355.1	0.87117	0.12883	17.0	0.00168	72.0	72.0	10145.0	1.0			
GCF_000284555.1__GCF_003073795.1	0.87115	0.12885	33.0	0.00356	100.0	100.0	9259.0	1.0			
GCF_003812905.1__GCF_018141625.1	0.87111	0.12889	13.0	0.0014	56.0	56.0	9256.0	1.0			
GCF_000284555.1__GCF_001874805.1	0.87098	0.12902	15.0	0.00123	48.0	48.0	12161.0	1.0			
GCF_000284555.1__GCF_902703195.1	0.87096	0.12904	18.0	0.00177	68.0	68.0	10167.0	1.0			
GCF_003812905.1__GCF_013395035.1	0.87077	0.12923	9.0	0.00098	54.0	54.0	9201.0	1.0			
GCF_000284555.1__GCF_900618285.1	0.87073	0.12927	16.0	0.00158	48.0	48.0	10118.0	1.0			
GCF_000284555.1__GCF_017378475.1	0.87073	0.12927	20.0	0.00219	66.0	66.0	9144.0	1.0			
GCF_000284555.1__GCF_017378395.1	0.87073	0.12927	20.0	0.00219	66.0	66.0	9144.0	1.0			
GCF_000284555.1__GCF_016105885.1	0.87033	0.12967	18.0	0.00195	68.0	68.0	9254.0	1.0			
GCF_000284555.1__GCF_003193645.1	0.87032	0.12968	11.0	0.00145	54.0	54.0	7580.0	1.0			
GCF_001077475.1__GCF_003812905.1	0.87013	0.12987	7.0	0.00077	56.0	56.0	9063.0	1.0			
GCF_003073615.1__GCF_016105505.1	0.8701	0.1299	14.0	0.00136	52.0	52.0	10300.0	1.0			
GCF_000524595.1__GCF_003812905.1	0.87003	0.12997	8.0	0.00088	48.0	48.0	9133.0	1.0			
GCF_000271365.1__GCF_000284555.1	0.86999	0.13001	12.0	0.00135	42.0	42.0	8876.0	1.0			
GCF_000284555.1__GCF_001594325.2	0.86996	0.13004	18.0	0.00197	62.0	62.0	9159.0	1.0			
GCF_003812905.1__GCF_015697605.1	0.86992	0.13008	5.0	0.00055	40.0	40.0	9102.0	1.0			
GCF_003319235.1__GCF_003812905.1	0.86985	0.13015	12.0	0.00132	68.0	68.0	9120.0	1.0			
GCF_003060845.1__GCF_013343375.1	0.86969	0.13031	12.0	0.00131	28.0	28.0	9155.0	1.0			
GCF_000284555.1__GCF_001482325.1	0.86966	0.13034	11.0	0.0012	46.0	46.0	9130.0	1.0			
GCF_009911735.1__GCF_013343375.1	0.86963	0.13037	10.0	0.00096	26.0	26.0	10378.0	1.0			
GCF_000284555.1__GCF_016745115.1	0.86952	0.13048	20.0	0.0022	58.0	58.0	9097.0	1.0			
GCF_000284555.1__GCF_009676785.1	0.86931	0.13069	25.0	0.0027	84.0	84.0	9251.0	1.0			
GCF_000284555.1__GCF_009676765.1	0.86931	0.13069	25.0	0.0027	84.0	84.0	9251.0	1.0			
GCF_000271985.2__GCF_003812905.1	0.86862	0.13138	7.0	0.00078	26.0	26.0	8959.0	1.0			
GCF_000284555.1__GCF_900636755.1	0.86711	0.13289	27.0	0.00297	76.0	76.0	9105.0	1.0			
GCF_000284555.1__GCF_016126955.1	0.86711	0.13289	27.0	0.00297	76.0	76.0	9105.0	1.0			
GCF_003812905.1__GCF_006364735.1	0.86709	0.13291	5.0	0.00056	28.0	28.0	8991.0	1.0			
GCF_000284555.1__GCF_013305645.2	0.86703	0.13297	19.0	0.00213	58.0	58.0	8912.0	1.0			
GCF_000284555.1__GCF_001687285.1	0.86696	0.13304	27.0	0.00297	76.0	76.0	9095.0	1.0			
GCF_009664165.1__GCF_013347245.1	0.86691	0.13309	12.0	0.00127	46.0	46.0	9415.0	1.0			
GCF_013347245.1__GCF_018448985.1	0.86685	0.13315	14.0	0.00148	52.0	52.0	9448.0	1.0			
GCF_003073795.1__GCF_013347245.1	0.86613	0.13387	13.0	0.00124	40.0	40.0	10510.0	1.0			
GCF_001987415.1__GCF_004009355.1	0.86609	0.13391	2.0	0.00029	4.0	4.0	6975.0	1.0			
GCF_001986375.1__GCF_004009355.1	0.86609	0.13391	2.0	0.00029	4.0	4.0	6975.0	1.0			
GCF_002286055.1__GCF_004009355.1	0.86609	0.13391	2.0	0.00029	4.0	4.0	6975.0	1.0			
GCF_001985325.1__GCF_004009355.1	0.86609	0.13391	2.0	0.00029	4.0	4.0	6975.0	1.0			
GCF_001988075.1__GCF_004009355.1	0.86609	0.13391	2.0	0.00029	4.0	4.0	6975.0	1.0			
GCF_001985165.1__GCF_004009355.1	0.86609	0.13391	2.0	0.00029	4.0	4.0	6975.0	1.0			
GCF_004008595.1__GCF_004009355.1	0.86609	0.13391	2.0	0.00029	4.0	4.0	6975.0	1.0			
GCF_001985065.1__GCF_004009355.1	0.86607	0.13393	2.0	0.00029	4.0	4.0	6974.0	1.0			
GCF_004009015.1__GCF_004009355.1	0.86607	0.13393	2.0	0.00029	4.0	4.0	6974.0	1.0			
GCF_001985005.1__GCF_004009355.1	0.86607	0.13393	2.0	0.00029	4.0	4.0	6974.0	1.0			
GCF_004009355.1__GCF_004635445.1	0.86605	0.13395	2.0	0.00029	4.0	4.0	6973.0	1.0			
GCF_004009355.1__GCF_004634925.1	0.86605	0.13395	2.0	0.00029	4.0	4.0	6973.0	1.0			
GCF_004009355.1__GCF_004635105.1	0.86605	0.13395	2.0	0.00029	4.0	4.0	6973.0	1.0			
GCF_004009355.1__GCF_004635365.1	0.86605	0.13395	2.0	0.00029	4.0	4.0	6973.0	1.0			
GCF_004009355.1__GCF_004635285.1	0.86605	0.13395	2.0	0.00029	4.0	4.0	6973.0	1.0			
GCF_004009355.1__GCF_004635185.1	0.86605	0.13395	2.0	0.00029	4.0	4.0	6973.0	1.0			
GCF_004009355.1__GCF_004635125.1	0.86605	0.13395	2.0	0.00029	4.0	4.0	6973.0	1.0			
GCF_001605665.1__GCF_004009355.1	0.86605	0.13395	2.0	0.00029	4.0	4.0	6973.0	1.0			
GCF_001985245.1__GCF_004009355.1	0.86602	0.13398	2.0	0.00029	4.0	4.0	6971.0	1.0			
GCF_001516345.1__GCF_013393705.1	0.86563	0.13437	12.0	0.00121	36.0	36.0	9928.0	1.0			
GCF_004008795.1__GCF_004009355.1	0.86558	0.13442	2.0	0.00029	4.0	4.0	6941.0	1.0			
GCF_003324465.1__GCF_013347245.1	0.86546	0.13454	5.0	0.00049	24.0	24.0	10287.0	1.0			
GCF_000284555.1__GCF_000981825.1	0.86541	0.13459	33.0	0.00358	82.0	82.0	9206.0	1.0			
GCA_901482425.1__GCF_002813955.1	0.8654	0.1346	4.0	0.00254	17.0	14.01	1575.0	0.9987			
GCF_002085605.1__GCF_013393705.1	0.86537	0.13463	12.0	0.00115	66.0	66.0	10414.0	1.0			
GCF_000284555.1__GCF_003369755.1	0.86527	0.13473	31.0	0.00343	94.0	94.0	9048.0	1.0			
GCF_008033725.1__GCF_013347245.1	0.86522	0.13478	10.0	0.00097	46.0	46.0	10298.0	1.0			
GCF_001605345.1__GCF_004009355.1	0.86507	0.13493	4.0	0.00057	8.0	8.0	6974.0	1.0			
GCF_013347245.1__GCF_900618335.1	0.86504	0.13496	8.0	0.00077	22.0	22.0	10418.0	1.0			
GCF_013347245.1__GCF_900618325.1	0.86504	0.13496	8.0	0.00077	22.0	22.0	10418.0	1.0			
GCF_007559065.1__GCF_013347245.1	0.86497	0.13503	11.0	0.00118	52.0	52.0	9294.0	1.0			
GCF_000504045.1__GCF_013347245.1	0.86496	0.13504	11.0	0.00119	40.0	40.0	9279.0	1.0			
GCF_002442855.1__GCF_013347245.1	0.86488	0.13512	5.0	0.00048	10.0	10.0	10361.0	1.0			
GCF_013343515.1__GCF_013347245.1	0.86483	0.13517	17.0	0.00184	54.0	54.0	9240.0	1.0			
GCA_004331935.1__GCF_900459595.1	0.8648	0.1352	4.0	0.00223	26.0	26.0	1790.0	1.0			
GCF_000284555.1__GCF_000816985.1	0.86475	0.13525	18.0	0.00195	64.0	64.0	9220.0	1.0			
GCF_013347245.1__GCF_016919425.1	0.86474	0.13526	8.0	0.00077	28.0	28.0	10402.0	1.0			
GCF_013347245.1__GCF_900618255.1	0.86462	0.13538	8.0	0.00077	28.0	28.0	10393.0	1.0			
GCF_002287725.2__GCF_013347245.1	0.8645	0.1355	7.0	0.00077	20.0	20.0	9122.0	1.0			
GCF_013347245.1__GCF_900618265.1	0.8645	0.1355	8.0	0.00077	28.0	28.0	10384.0	1.0			
GCF_000284555.1__GCF_001515845.2	0.86438	0.13562	26.0	0.00286	84.0	84.0	9099.0	1.0			
GCF_001045685.1__GCF_013347245.1	0.86435	0.13565	2.0	0.00019	10.0	10.0	10431.0	1.0			
GCF_013347245.1__GCF_900636975.1	0.86429	0.13571	10.0	0.00108	54.0	54.0	9255.0	1.0			
GCF_001879525.1__GCF_013347245.1	0.86424	0.13576	5.0	0.00048	28.0	28.0	10526.0	1.0			
GCF_003798125.1__GCF_013347245.1	0.86416	0.13584	8.0	0.00087	34.0	34.0	9246.0	1.0			
GCF_013347245.1__GCF_018409365.1	0.86412	0.13588	7.0	0.00067	42.0	42.0	10487.0	1.0			
GCF_001722045.1__GCF_013347245.1	0.86412	0.13588	5.0	0.00054	22.0	22.0	9295.0	1.0			
GCF_000510305.1__GCF_013347245.1	0.86407	0.13593	14.0	0.00136	60.0	60.0	10329.0	1.0			
GCF_013347245.1__GCF_900149285.1	0.86402	0.13598	5.0	0.00049	16.0	16.0	10288.0	1.0			
GCF_013343575.1__GCF_013347245.1	0.86402	0.13598	8.0	0.00077	16.0	16.0	10421.0	1.0			
GCF_001721805.1__GCF_013347245.1	0.86397	0.13603	4.0	0.00043	14.0	14.0	9285.0	1.0			
GCF_001542795.2__GCF_013347245.1	0.8639	0.1361	7.0	0.00068	40.0	40.0	10323.0	1.0			
GCF_001721845.1__GCF_013347245.1	0.86388	0.13612	3.0	0.00032	18.0	18.0	9286.0	1.0			
GCF_012935295.1__GCF_013347245.1	0.86378	0.13622	2.0	0.00019	24.0	24.0	10285.0	1.0			
GCF_003429185.1__GCF_013347245.1	0.86378	0.13622	5.0	0.00049	22.0	22.0	10292.0	1.0			
GCF_002287725.2__GCF_003060845.1	0.86375	0.13625	14.0	0.00138	48.0	48.0	10121.0	1.0			
GCF_007559085.1__GCF_013347245.1	0.86356	0.13644	5.0	0.00048	24.0	24.0	10327.0	1.0			
GCF_000508765.1__GCF_013347245.1	0.86351	0.13649	8.0	0.00077	32.0	32.0	10323.0	1.0			
GCF_000026645.1__GCF_013347245.1	0.8635	0.1365	5.0	0.00048	32.0	32.0	10322.0	1.0			
GCF_003812905.1__GCF_013376775.1	0.86348	0.13652	20.0	0.00214	82.0	82.0	9339.0	1.0			
GCF_000284555.1__GCF_016105505.1	0.86344	0.13656	14.0	0.00154	56.0	56.0	9117.0	1.0			
GCF_013347245.1__GCF_902172305.2	0.86342	0.13658	5.0	0.00048	22.0	22.0	10360.0	1.0			
GCF_013347245.1__GCF_016864415.1	0.86338	0.13662	10.0	0.00098	72.0	72.0	10240.0	1.0			
GCF_001516245.2__GCF_013347245.1	0.86336	0.13664	11.0	0.00108	32.0	32.0	10173.0	1.0			
GCF_009676885.1__GCF_013347245.1	0.86319	0.13681	13.0	0.00127	58.0	58.0	10255.0	1.0			
GCF_003194245.1__GCF_013347245.1	0.86316	0.13684	9.0	0.00087	40.0	40.0	10392.0	1.0			
GCF_001792835.1__GCF_013347245.1	0.86314	0.13686	10.0	0.00098	46.0	46.0	10251.0	1.0			
GCF_002411865.3__GCF_013347245.1	0.86308	0.13692	11.0	0.00109	58.0	58.0	10137.0	1.0			
GCF_003798105.1__GCF_013347245.1	0.86306	0.13694	7.0	0.00067	38.0	38.0	10377.0	1.0			
GCF_013347245.1__GCF_013467605.1	0.86288	0.13712	5.0	0.0005	16.0	16.0	10093.0	1.0			
GCF_001518975.1__GCF_013347245.1	0.86288	0.13712	2.0	0.0002	34.0	34.0	10130.0	1.0			
GCF_001792855.1__GCF_013347245.1	0.86284	0.13716	12.0	0.00117	66.0	66.0	10258.0	1.0			
GCF_001516325.2__GCF_013347245.1	0.86282	0.13718	13.0	0.00125	32.0	32.0	10366.0	1.0			
GCF_013347245.1__GCF_900185255.1	0.86279	0.13721	15.0	0.00145	58.0	58.0	10378.0	1.0			
GCF_013347245.1__GCF_017378475.1	0.86275	0.13725	19.0	0.00183	52.0	52.0	10368.0	1.0			
GCF_013347245.1__GCF_017378395.1	0.86275	0.13725	19.0	0.00183	52.0	52.0	10368.0	1.0			
GCF_013347245.1__GCF_015697465.1	0.86273	0.13727	10.0	0.00096	20.0	20.0	10381.0	1.0			
GCF_013347245.1__GCF_902703215.1	0.86269	0.13731	5.0	0.00049	18.0	18.0	10196.0	1.0			
GCF_013347245.1__GCF_016745115.1	0.86266	0.13734	14.0	0.00137	54.0	54.0	10201.0	1.0			
GCF_008195485.1__GCF_013347245.1	0.86264	0.13736	18.0	0.00194	90.0	90.0	9275.0	1.0			
GCF_003429205.1__GCF_013347245.1	0.8626	0.1374	8.0	0.00077	22.0	22.0	10422.0	1.0			
GCF_001548135.1__GCF_013347245.1	0.86259	0.13741	11.0	0.00108	28.0	28.0	10196.0	1.0			
GCF_013343355.1__GCF_013347245.1	0.86252	0.13748	5.0	0.00049	30.0	30.0	10307.0	1.0			
GCF_001547955.1__GCF_013347245.1	0.8625	0.1375	17.0	0.00182	64.0	64.0	9338.0	1.0			
GCF_002946935.1__GCF_900636735.1	0.86239	0.13761	12.0	0.0012	66.0	66.0	9963.0	1.0			
GCF_001548335.1__GCF_013347245.1	0.86222	0.13778	16.0	0.00172	74.0	74.0	9319.0	1.0			
GCF_001516305.2__GCF_013347245.1	0.8621	0.1379	2.0	0.0002	12.0	12.0	10167.0	1.0			
GCF_008033745.1__GCF_013347245.1	0.86209	0.13791	10.0	0.00097	46.0	46.0	10318.0	1.0			
GCF_008033765.1__GCF_013347245.1	0.86187	0.13813	10.0	0.00097	46.0	46.0	10302.0	1.0			
GCF_013347245.1__GCF_013375855.1	0.86171	0.13829	18.0	0.00173	68.0	68.0	10377.0	1.0			
GCF_000284555.1__GCF_014155905.1	0.8617	0.1383	21.0	0.00271	60.0	60.0	7744.0	1.0			
GCF_004102665.1__GCF_013347245.1	0.8617	0.1383	7.0	0.00069	20.0	20.0	10188.0	1.0			
GCF_001606045.1__GCF_013347245.1	0.86169	0.13831	5.0	0.00049	28.0	28.0	10238.0	1.0			
GCF_000496605.2__GCF_013347245.1	0.86155	0.13845	2.0	0.00019	16.0	16.0	10430.0	1.0			
GCF_001516345.1__GCF_016745175.1	0.86154	0.13846	17.0	0.00184	80.0	80.0	9252.0	1.0			
GCF_002286015.1__GCF_004009355.1	0.86153	0.13847	4.0	0.00057	8.0	8.0	6976.0	1.0			
GCF_013347245.1__GCF_018141565.1	0.86152	0.13848	8.0	0.00076	36.0	36.0	10514.0	1.0			
GCF_003052005.2__GCF_013347245.1	0.8615	0.1385	8.0	0.00079	32.0	32.0	10094.0	1.0			
GCF_013347245.1__GCF_904866275.1	0.86147	0.13853	7.0	0.00068	20.0	20.0	10308.0	1.0			
GCF_001293085.1__GCF_013347245.1	0.86145	0.13855	2.0	0.00019	16.0	16.0	10422.0	1.0			
GCF_013347245.1__GCF_902703185.1	0.8614	0.1386	14.0	0.00135	40.0	40.0	10404.0	1.0			
GCF_013347245.1__GCF_018279305.1	0.86129	0.13871	9.0	0.00098	38.0	38.0	9192.0	1.0			
GCF_009867055.1__GCF_013347245.1	0.86127	0.13873	5.0	0.00048	28.0	28.0	10315.0	1.0			
GCF_004355145.1__GCF_013347245.1	0.86119	0.13881	8.0	0.00078	40.0	40.0	10230.0	1.0			
GCF_000359505.1__GCF_013347245.1	0.86119	0.13881	6.0	0.00065	20.0	20.0	9214.0	1.0			
GCF_002208645.1__GCF_013375855.1	0.86114	0.13886	15.0	0.00119	42.0	42.0	12624.0	1.0			
GCF_013347245.1__GCF_900095805.1	0.86114	0.13886	5.0	0.00055	34.0	34.0	9103.0	1.0			
GCF_002208645.1__GCF_002287725.2	0.8611	0.1389	23.0	0.00242	82.0	82.0	9496.0	1.0			
GCF_002075065.1__GCF_013347245.1	0.86106	0.13894	2.0	0.0002	10.0	10.0	9853.0	1.0			
GCF_003060845.1__GCF_013343515.1	0.86104	0.13896	10.0	0.00099	60.0	60.0	10082.0	1.0			
GCF_009676765.1__GCF_013347245.1	0.861	0.139	16.0	0.00154	72.0	72.0	10381.0	1.0			
GCF_002812905.2__GCF_013347245.1	0.861	0.139	16.0	0.00175	66.0	66.0	9158.0	1.0			
GCF_009676785.1__GCF_013347245.1	0.861	0.139	16.0	0.00154	72.0	72.0	10381.0	1.0			
GCF_003957825.1__GCF_013347245.1	0.86098	0.13902	4.0	0.0004	22.0	22.0	10085.0	1.0			
GCF_013347245.1__GCF_014854655.1	0.86096	0.13904	8.0	0.00079	24.0	24.0	10170.0	1.0			
GCF_002085605.1__GCF_003028335.1	0.86092	0.13908	26.0	0.00277	90.0	90.0	9376.0	1.0			
GCF_001605175.1__GCF_001686505.1	0.8609	0.1391	6.0	0.00086	12.0	12.0	6959.0	1.0			
GCF_001594325.2__GCF_013347245.1	0.86082	0.13918	5.0	0.00049	34.0	34.0	10282.0	1.0			
GCF_003060845.1__GCF_018279305.1	0.86079	0.13921	10.0	0.00099	54.0	54.0	10078.0	1.0			
GCF_013305765.1__GCF_013347245.1	0.8606	0.1394	4.0	0.0004	14.0	14.0	10115.0	1.0			
GCF_013260445.1__GCF_013347245.1	0.86058	0.13942	11.0	0.00107	32.0	32.0	10314.0	1.0			
GCF_009648875.1__GCF_013347245.1	0.86052	0.13948	12.0	0.00118	30.0	30.0	10166.0	1.0			
GCF_013347245.1__GCF_900070375.1	0.86047	0.13953	4.0	0.0004	22.0	22.0	10120.0	1.0			
GCF_013347245.1__GCF_016107485.1	0.86046	0.13954	4.0	0.0004	22.0	22.0	10119.0	1.0			
GCF_009905195.1__GCF_013347245.1	0.86039	0.13961	2.0	0.0002	4.0	4.0	10250.0	1.0			
GCF_000829275.1__GCF_013347245.1	0.86034	0.13966	19.0	0.00209	74.0	74.0	9079.0	1.0			
GCF_001879525.1__GCF_013343395.1	0.86033	0.13967	8.0	0.00077	22.0	22.0	10403.0	1.0			
GCF_002753655.1__GCF_013347245.1	0.86032	0.13968	10.0	0.00113	72.0	72.0	8820.0	1.0			
GCF_013347245.1__GCF_016126955.1	0.8602	0.1398	19.0	0.00184	66.0	66.0	10329.0	1.0			
GCF_013347245.1__GCF_013375795.1	0.8602	0.1398	16.0	0.00156	38.0	38.0	10250.0	1.0			
GCF_013347245.1__GCF_900636755.1	0.8602	0.1398	19.0	0.00184	66.0	66.0	10329.0	1.0			
GCF_000168335.1__GCF_003812905.1	0.86008	0.13992	9.0	0.00098	56.0	56.0	9198.0	1.0			
GCF_013343395.1__GCF_013343575.1	0.86004	0.13996	13.0	0.00123	32.0	32.0	10560.0	1.0			
GCF_001687285.1__GCF_013347245.1	0.86004	0.13996	21.0	0.00204	66.0	66.0	10317.0	1.0			
GCF_013305645.2__GCF_013347245.1	0.85991	0.14009	10.0	0.001	38.0	38.0	9965.0	1.0			
GCF_001482325.1__GCF_013347245.1	0.85979	0.14021	2.0	0.0002	30.0	30.0	10235.0	1.0			
GCF_002223805.1__GCF_013347245.1	0.85976	0.14024	7.0	0.00077	22.0	22.0	9113.0	1.0			
GCF_003798145.1__GCF_013347245.1	0.85973	0.14027	12.0	0.00132	48.0	48.0	9118.0	1.0			
GCF_013343475.1__GCF_013347245.1	0.8597	0.1403	11.0	0.00107	22.0	22.0	10278.0	1.0			
GCF_003060845.1__GCF_007559065.1	0.85969	0.14031	7.0	0.0007	20.0	20.0	10021.0	1.0			
GCF_013347245.1__GCF_013375815.1	0.85962	0.14038	11.0	0.00126	46.0	46.0	8698.0	1.0			
GCF_002104615.1__GCF_013347245.1	0.85961	0.14039	17.0	0.00183	44.0	44.0	9310.0	1.0			
GCF_001874465.1__GCF_013347245.1	0.85958	0.14042	12.0	0.00129	34.0	34.0	9279.0	1.0			
GCF_002208645.1__GCF_013343515.1	0.85956	0.14044	19.0	0.00201	86.0	86.0	9470.0	1.0			
GCF_002208645.1__GCF_900185255.1	0.85936	0.14064	24.0	0.00227	78.0	78.0	10580.0	1.0			
GCF_013347245.1__GCF_013393685.1	0.8592	0.1408	20.0	0.00191	56.0	56.0	10469.0	1.0			
GCF_008033745.1__GCF_013343395.1	0.85916	0.14084	10.0	0.00095	40.0	40.0	10473.0	1.0			
GCF_002205355.1__GCF_003060845.1	0.85909	0.14091	11.0	0.00111	42.0	42.0	9928.0	1.0			
GCF_013201015.1__GCF_013347245.1	0.85908	0.14092	20.0	0.00217	52.0	52.0	9232.0	1.0			
GCF_000284555.1__GCF_900637045.1	0.85902	0.14098	11.0	0.00122	40.0	40.0	8980.0	1.0			
GCF_002208645.1__GCF_007559085.1	0.85897	0.14103	13.0	0.00124	56.0	56.0	10494.0	1.0			
GCF_008033765.1__GCF_013343395.1	0.85897	0.14103	10.0	0.00096	40.0	40.0	10459.0	1.0			
GCF_008033725.1__GCF_013343395.1	0.85877	0.14123	10.0	0.00096	40.0	40.0	10444.0	1.0			
GCF_001516105.1__GCF_013347245.1	0.85876	0.14124	10.0	0.00097	40.0	40.0	10273.0	1.0			
GCF_003060845.1__GCF_902703195.1	0.85876	0.14124	17.0	0.0017	62.0	62.0	10011.0	1.0			
GCF_013343395.1__GCF_013393685.1	0.85863	0.14137	13.0	0.00123	48.0	48.0	10547.0	1.0			
GCF_003000655.1__GCF_003060845.1	0.85862	0.14138	9.0	0.0009	60.0	60.0	9959.0	1.0			
GCF_003060845.1__GCF_003074095.1	0.85862	0.14138	8.0	0.0008	60.0	60.0	9959.0	1.0			
GCF_003060845.1__GCF_018279265.1	0.85856	0.14144	12.0	0.00121	62.0	62.0	9948.0	1.0			
GCF_004136335.1__GCF_016864955.1	0.85852	0.14148	18.0	0.0051	42.0	42.0	3527.0	1.0			
GCF_013347245.1__GCF_015697665.1	0.85846	0.14154	17.0	0.00167	60.0	60.0	10174.0	1.0			
GCF_013343395.1__GCF_017378475.1	0.85844	0.14156	14.0	0.00135	40.0	40.0	10349.0	1.0			
GCF_003060845.1__GCF_900618285.1	0.85844	0.14156	15.0	0.0015	60.0	60.0	9989.0	1.0			
GCF_013343395.1__GCF_017378395.1	0.85844	0.14156	14.0	0.00135	40.0	40.0	10349.0	1.0			
GCF_002208645.1__GCF_003798105.1	0.85841	0.14159	23.0	0.00217	80.0	80.0	10580.0	1.0			
GCF_003813005.1__GCF_013347245.1	0.85834	0.14166	21.0	0.00202	72.0	72.0	10377.0	1.0			
GCF_001547955.1__GCF_003060845.1	0.85831	0.14169	14.0	0.00141	56.0	56.0	9937.0	1.0			
GCF_001594325.2__GCF_013343395.1	0.85829	0.14171	11.0	0.00105	40.0	40.0	10451.0	1.0			
GCF_003073795.1__GCF_013343395.1	0.85828	0.14172	17.0	0.00164	48.0	48.0	10344.0	1.0			
GCF_001879525.1__GCF_002208645.1	0.85827	0.14173	7.0	0.00066	38.0	38.0	10626.0	1.0			
GCF_002208645.1__GCF_003073795.1	0.8582	0.1418	17.0	0.00157	94.0	94.0	10797.0	1.0			
GCF_001547955.1__GCF_013343395.1	0.8581	0.1419	12.0	0.00129	66.0	66.0	9274.0	1.0			
GCF_002208645.1__GCF_003324465.1	0.85808	0.14192	6.0	0.00057	68.0	68.0	10513.0	1.0			
GCF_000271365.1__GCF_013347245.1	0.85804	0.14196	7.0	0.00069	24.0	24.0	10073.0	1.0			
GCF_003060845.1__GCF_900636975.1	0.85791	0.14209	12.0	0.00121	34.0	34.0	9916.0	1.0			
GCF_013343395.1__GCF_016864415.1	0.85788	0.14212	7.0	0.00068	72.0	72.0	10336.0	1.0			
GCF_003060845.1__GCF_009664165.1	0.85785	0.14215	10.0	0.00101	30.0	30.0	9912.0	1.0			
GCF_003060845.1__GCF_003074115.1	0.85785	0.14215	10.0	0.00101	46.0	46.0	9898.0	1.0			
GCF_001515845.2__GCF_013347245.1	0.85785	0.14215	27.0	0.00263	92.0	92.0	10285.0	1.0			
GCF_003060845.1__GCF_018448985.1	0.85783	0.14217	10.0	0.00101	30.0	30.0	9911.0	1.0			
GCF_002812905.2__GCF_003060845.1	0.85783	0.14217	10.0	0.001	56.0	56.0	9995.0	1.0			
GCF_013343395.1__GCF_016919425.1	0.85783	0.14217	13.0	0.00125	38.0	38.0	10424.0	1.0			
GCF_001516245.2__GCF_013343395.1	0.85778	0.14222	6.0	0.00059	34.0	34.0	10160.0	1.0			
GCF_000359505.1__GCF_003060845.1	0.85777	0.14223	6.0	0.0006	26.0	26.0	9970.0	1.0			
GCF_003194245.1__GCF_013343395.1	0.85777	0.14223	19.0	0.00182	54.0	54.0	10434.0	1.0			
GCF_000508765.1__GCF_013343395.1	0.85776	0.14224	8.0	0.00077	36.0	36.0	10363.0	1.0			
GCF_000026645.1__GCF_013343395.1	0.85775	0.14225	8.0	0.00077	36.0	36.0	10362.0	1.0			
GCF_013343395.1__GCF_902703185.1	0.85772	0.14228	13.0	0.00124	30.0	30.0	10444.0	1.0			
GCF_000504045.1__GCF_003060845.1	0.8576	0.1424	10.0	0.001	38.0	38.0	9993.0	1.0			
GCF_013343395.1__GCF_015697465.1	0.85756	0.14244	8.0	0.00076	30.0	30.0	10517.0	1.0			
GCF_001516105.1__GCF_013343395.1	0.85754	0.14246	11.0	0.00106	32.0	32.0	10354.0	1.0			
